current_mA,current_density,peak_index,amp_mean,amp_std,fwhm_mean,fwhm_std,pos_mean,pos_std,species
100.0,0.1,1,412.37456155900475,165.25186173851006,27.578729848825695,1.663426413705568,3058.996534862979,0.9255985146020985,0-HB
100.0,0.1,2,285.5112237606289,58.985249600064755,158.0731443389897,18.22465496978775,3211.241074309442,8.123282269549277,4-HB water
100.0,0.1,3,760.4092590790347,365.1906224932115,251.77947864803204,24.916685786327243,3410.9952508948395,6.903115030901428,3-HB water
150.0,0.15,1,347.69783771692914,240.16666072749254,26.135791940599972,3.6835195819598194,3058.532107711098,0.7381666581984567,0-HB
150.0,0.15,2,246.54491535757785,110.46732424442628,161.3210654632461,25.055174690000822,3207.3398083736424,6.091396178807597,4-HB water
150.0,0.15,3,696.7581126523476,503.80808960113006,248.75330491486744,34.35768849382658,3412.509000262229,7.728952803660562,3-HB water
200.0,0.2,1,545.4953973295568,296.9041427123651,26.66904923337679,1.688916547574522,3058.208465811627,0.337429684318339,0-HB
200.0,0.2,2,254.41315717083586,63.763656489950506,141.99962371754117,14.222728512883787,3207.2476178281217,3.437676420467491,4-HB water
200.0,0.2,3,828.153285123346,300.63489546145144,275.28468815099853,3.250130087960935,3408.994774570268,2.119260897791717,3-HB water
300.0,0.3,1,476.9823649551268,120.48737821223386,25.707836878601142,1.0501681550105473,3058.35392647545,0.50831225093413,0-HB
300.0,0.3,2,262.84633536402856,79.09112184941296,155.4143710398368,10.82931091872705,3214.891941814617,6.53092402952561,4-HB water
300.0,0.3,3,729.5498947469439,153.32432389736928,267.5207477341423,18.55756261081557,3413.836992675595,6.021109934597666,3-HB water
400.0,0.4,1,25.920016250651457,,6.966007787642266,,3006.299253758074,,0-HB
400.0,0.4,2,226.58224540869222,,153.79326119256677,,3208.8280187111277,,4-HB water
400.0,0.4,3,646.318043531478,,279.99999999999994,,3419.647986410285,,3-HB water
500.0,0.5,1,340.0643746152065,68.77524077068763,26.361083773111396,2.0717174610211053,3058.180729325416,0.4064102479977104,0-HB
500.0,0.5,2,163.0290984033659,22.82865234711306,145.4891812800201,13.022281786830865,3213.2278184160323,7.083417503973833,4-HB water
500.0,0.5,3,408.65984558294235,58.58607836552734,272.10387701506903,10.820013355321874,3417.509940670865,5.605623514755711,3-HB water
750.0,0.75,1,454.59033526181594,85.79686384791162,26.622997540063864,0.6473159600684621,3058.30748621142,0.29828944753785913,0-HB
750.0,0.75,2,193.46084384135088,49.094200688255405,152.67643428776418,8.632911961235143,3212.419519427275,6.87201657129167,4-HB water
750.0,0.75,3,534.4603105193493,111.42852658252325,279.9999999987128,2.456828753376553e-09,3415.7636206566535,3.9611367031177998,3-HB water
1000.0,1.0,1,464.0966943078676,31.982367705280037,26.17892909074705,0.6703836498689165,3058.2089986314145,0.30807302997418234,0-HB
1000.0,1.0,2,163.49688119421555,20.572295622162894,138.91843420792785,5.905864679154811,3218.2605014241517,2.912839314225642,4-HB water
1000.0,1.0,3,480.9471920493849,22.110921460232124,275.1393000648189,5.276330775743602,3422.7279166314706,2.467941033215841,3-HB water
