sample,experiment,wn,int
1000 mA,exp1,3448.183594,2377.038818
1000 mA,exp1,3447.458008,2347.330322
1000 mA,exp1,3446.731445,2259.123047
1000 mA,exp1,3446.005859,2421.193359
1000 mA,exp1,3445.279297,2414.238037
1000 mA,exp1,3444.552734,2400.787598
1000 mA,exp1,3443.826172,2335.373047
1000 mA,exp1,3443.099609,2175.806152
1000 mA,exp1,3442.37207,2441.637939
1000 mA,exp1,3441.645508,2334.050781
1000 mA,exp1,3440.917969,2349.838379
1000 mA,exp1,3440.191406,2281.249023
1000 mA,exp1,3439.463867,2517.659912
1000 mA,exp1,3438.736328,2432.845703
1000 mA,exp1,3438.008789,2435.62915
1000 mA,exp1,3437.280273,2441.654053
1000 mA,exp1,3436.552734,2350.417969
1000 mA,exp1,3435.824219,2424.524414
1000 mA,exp1,3435.09668,2375.455078
1000 mA,exp1,3434.368164,2391.206543
1000 mA,exp1,3433.639648,2374.556885
1000 mA,exp1,3432.911133,2448.602051
1000 mA,exp1,3432.181641,2308.892822
1000 mA,exp1,3431.453125,2369.97168
1000 mA,exp1,3430.723633,2476.345947
1000 mA,exp1,3429.995117,2482.350098
1000 mA,exp1,3429.265625,2329.796143
1000 mA,exp1,3428.536133,2394.059326
1000 mA,exp1,3427.806641,2393.605957
1000 mA,exp1,3427.077148,2428.726562
1000 mA,exp1,3426.34668,2418.566406
1000 mA,exp1,3425.617188,2566.815186
1000 mA,exp1,3424.886719,2356.239014
1000 mA,exp1,3424.15625,2339.634766
1000 mA,exp1,3423.425781,2394.116943
1000 mA,exp1,3422.695312,2332.287109
1000 mA,exp1,3421.964844,2260.79126
1000 mA,exp1,3421.233398,2312.027832
1000 mA,exp1,3420.50293,2447.185303
1000 mA,exp1,3419.771484,2475.771729
1000 mA,exp1,3419.040039,2436.574951
1000 mA,exp1,3418.308594,2316.726807
1000 mA,exp1,3417.577148,2471.136475
1000 mA,exp1,3416.845703,2351.326904
1000 mA,exp1,3416.114258,2260.585938
1000 mA,exp1,3415.381836,2266.60498
1000 mA,exp1,3414.649414,2272.621582
1000 mA,exp1,3413.917969,2481.682617
1000 mA,exp1,3413.185547,2352.316895
1000 mA,exp1,3412.453125,2322.874268
1000 mA,exp1,3411.719727,2409.403076
1000 mA,exp1,3410.987305,2412.165527
1000 mA,exp1,3410.253906,2443.906006
1000 mA,exp1,3409.521484,2408.029053
1000 mA,exp1,3408.788086,2343.197266
1000 mA,exp1,3408.054688,2349.187744
1000 mA,exp1,3407.321289,2503.178467
1000 mA,exp1,3406.587891,2383.678955
1000 mA,exp1,3405.853516,2341.414307
1000 mA,exp1,3405.120117,2366.693359
1000 mA,exp1,3404.385742,2456.262939
1000 mA,exp1,3403.651367,2317.576172
1000 mA,exp1,3402.916992,2432.830811
1000 mA,exp1,3402.182617,2403.448975
1000 mA,exp1,3401.448242,2329.102295
1000 mA,exp1,3400.712891,2328.658447
1000 mA,exp1,3399.978516,2315.369141
1000 mA,exp1,3399.243164,2420.881592
1000 mA,exp1,3398.507812,2500.672607
1000 mA,exp1,3397.772461,2375.025391
1000 mA,exp1,3397.037109,2281.514893
1000 mA,exp1,3396.301758,2332.411865
1000 mA,exp1,3395.566406,2386.49707
1000 mA,exp1,3394.830078,2376.42041
1000 mA,exp1,3394.09375,2427.269775
1000 mA,exp1,3393.358398,2308.191162
1000 mA,exp1,3392.62207,2365.444092
1000 mA,exp1,3391.885742,2291.286621
1000 mA,exp1,3391.148438,2364.540771
1000 mA,exp1,3390.412109,2399.325928
1000 mA,exp1,3389.674805,2494.950439
1000 mA,exp1,3388.938477,2468.856445
1000 mA,exp1,3388.201172,2433.167725
1000 mA,exp1,3387.463867,2375.085938
1000 mA,exp1,3386.726562,2345.828857
1000 mA,exp1,3385.988281,2447.770752
1000 mA,exp1,3385.250977,2488.890869
1000 mA,exp1,3384.512695,2501.208496
1000 mA,exp1,3383.775391,2404.793945
1000 mA,exp1,3383.037109,2410.728271
1000 mA,exp1,3382.298828,2336.744141
1000 mA,exp1,3381.560547,2518.470459
1000 mA,exp1,3380.821289,2476.447998
1000 mA,exp1,3380.083008,2341.791748
1000 mA,exp1,3379.34375,2373.285156
1000 mA,exp1,3378.605469,2395.185791
1000 mA,exp1,3377.866211,2452.200195
1000 mA,exp1,3377.126953,2378.306152
1000 mA,exp1,3376.387695,2387.425537
1000 mA,exp1,3375.647461,2348.674316
1000 mA,exp1,3374.908203,2300.365967
1000 mA,exp1,3374.167969,2379.672607
1000 mA,exp1,3373.428711,2360.080566
1000 mA,exp1,3372.688477,2366.005127
1000 mA,exp1,3371.948242,2553.647461
1000 mA,exp1,3371.208008,2483.033447
1000 mA,exp1,3370.466797,2453.875
1000 mA,exp1,3369.726562,2297.27832
1000 mA,exp1,3368.985352,2373.292236
1000 mA,exp1,3368.244141,2414.241699
1000 mA,exp1,3367.503906,2375.565186
1000 mA,exp1,3366.761719,2311.433105
1000 mA,exp1,3366.020508,2342.820801
1000 mA,exp1,3365.279297,2418.752197
1000 mA,exp1,3364.537109,2252.825684
1000 mA,exp1,3363.795898,2392.371826
1000 mA,exp1,3363.053711,2395.092529
1000 mA,exp1,3362.311523,2483.675293
1000 mA,exp1,3361.569336,2343.299072
1000 mA,exp1,3360.827148,2384.174072
1000 mA,exp1,3360.084961,2332.862793
1000 mA,exp1,3359.341797,2376.901367
1000 mA,exp1,3358.598633,2424.099854
1000 mA,exp1,3357.856445,2420.456787
1000 mA,exp1,3357.113281,2280.253662
1000 mA,exp1,3356.370117,2375.071533
1000 mA,exp1,3355.625977,2431.757324
1000 mA,exp1,3354.882812,2329.720703
1000 mA,exp1,3354.138672,2237.243408
1000 mA,exp1,3353.395508,2398.624268
1000 mA,exp1,3352.651367,2391.817627
1000 mA,exp1,3351.907227,2451.616211
1000 mA,exp1,3351.163086,2406.750244
1000 mA,exp1,3350.417969,2333.368408
1000 mA,exp1,3349.673828,2291.711914
1000 mA,exp1,3348.929688,2291.269775
1000 mA,exp1,3348.18457,2385.882812
1000 mA,exp1,3347.439453,2436.108887
1000 mA,exp1,3346.694336,2356.456543
1000 mA,exp1,3345.949219,2299.001709
1000 mA,exp1,3345.204102,2346.048828
1000 mA,exp1,3344.458008,2374.084717
1000 mA,exp1,3343.711914,2300.834961
1000 mA,exp1,3342.966797,2275.076904
1000 mA,exp1,3342.220703,2439.145264
1000 mA,exp1,3341.474609,2334.294922
1000 mA,exp1,3340.728516,2378.117188
1000 mA,exp1,3339.981445,2406.113525
1000 mA,exp1,3339.235352,2348.747314
1000 mA,exp1,3338.488281,2329.329834
1000 mA,exp1,3337.741211,2404.718018
1000 mA,exp1,3336.995117,2397.934326
1000 mA,exp1,3336.24707,2290.07373
1000 mA,exp1,3335.5,2295.947021
1000 mA,exp1,3334.75293,2387.070068
1000 mA,exp1,3334.004883,2269.803223
1000 mA,exp1,3333.257812,2411.39624
1000 mA,exp1,3332.509766,2426.707764
1000 mA,exp1,3331.761719,2328.431152
1000 mA,exp1,3331.013672,2274.354492
1000 mA,exp1,3330.265625,2314.913818
1000 mA,exp1,3329.516602,2352.303955
1000 mA,exp1,3328.768555,2317.169434
1000 mA,exp1,3328.019531,2445.952393
1000 mA,exp1,3327.270508,2395.055908
1000 mA,exp1,3326.521484,2375.687012
1000 mA,exp1,3325.772461,2346.874756
1000 mA,exp1,3325.023438,2374.765625
1000 mA,exp1,3324.273438,2298.730225
1000 mA,exp1,3323.524414,2348.657715
1000 mA,exp1,3322.774414,2307.281494
1000 mA,exp1,3322.024414,2291.098145
1000 mA,exp1,3321.274414,2344.144043
1000 mA,exp1,3320.524414,2318.521729
1000 mA,exp1,3319.773438,2283.473633
1000 mA,exp1,3319.023438,2295.608643
1000 mA,exp1,3318.272461,2402.060791
1000 mA,exp1,3317.521484,2429.885254
1000 mA,exp1,3316.771484,2353.985107
1000 mA,exp1,3316.019531,2337.816406
1000 mA,exp1,3315.268555,2283.95459
1000 mA,exp1,3314.517578,2274.087646
1000 mA,exp1,3313.765625,2396.12085
1000 mA,exp1,3313.014648,2301.461426
1000 mA,exp1,3312.262695,2316.709717
1000 mA,exp1,3311.510742,2250.349121
1000 mA,exp1,3310.758789,2391.119141
1000 mA,exp1,3310.005859,2331.044434
1000 mA,exp1,3309.253906,2409.009033
1000 mA,exp1,3308.500977,2336.409424
1000 mA,exp1,3307.749023,2257.566895
1000 mA,exp1,3306.996094,2407.602295
1000 mA,exp1,3306.243164,2331.910645
1000 mA,exp1,3305.490234,2249.980713
1000 mA,exp1,3304.736328,2312.203857
1000 mA,exp1,3303.983398,2318.018311
1000 mA,exp1,3303.229492,2261.193359
1000 mA,exp1,3302.475586,2364.083252
1000 mA,exp1,3301.72168,2394.928711
1000 mA,exp1,3300.967773,2309.951416
1000 mA,exp1,3300.213867,2268.818848
1000 mA,exp1,3299.459961,2302.792969
1000 mA,exp1,3298.705078,2289.831055
1000 mA,exp1,3297.950195,2389.466797
1000 mA,exp1,3297.196289,2210.763672
1000 mA,exp1,3296.441406,2379.155273
1000 mA,exp1,3295.685547,2331.804688
1000 mA,exp1,3294.930664,2371.976318
1000 mA,exp1,3294.175781,2268.403809
1000 mA,exp1,3293.419922,2330.439209
1000 mA,exp1,3292.664062,2333.107422
1000 mA,exp1,3291.908203,2323.283447
1000 mA,exp1,3291.152344,2363.416748
1000 mA,exp1,3290.396484,2344.226074
1000 mA,exp1,3289.640625,2371.855713
1000 mA,exp1,3288.883789,2274.664307
1000 mA,exp1,3288.12793,2214.946533
1000 mA,exp1,3287.371094,2292.489258
1000 mA,exp1,3286.614258,2373.119873
1000 mA,exp1,3285.857422,2288.474854
1000 mA,exp1,3285.100586,2378.426025
1000 mA,exp1,3284.342773,2262.646729
1000 mA,exp1,3283.585938,2277.783936
1000 mA,exp1,3282.828125,2373.914795
1000 mA,exp1,3282.070312,2292.466309
1000 mA,exp1,3281.3125,2320.044922
1000 mA,exp1,3280.554688,2384.975098
1000 mA,exp1,3279.796875,2415.637451
1000 mA,exp1,3279.038086,2362.254883
1000 mA,exp1,3278.279297,2399.132812
1000 mA,exp1,3277.521484,2398.662842
1000 mA,exp1,3276.762695,2410.634766
1000 mA,exp1,3276.003906,2347.9646
1000 mA,exp1,3275.244141,2335.067383
1000 mA,exp1,3274.485352,2250.675537
1000 mA,exp1,3273.725586,2315.503418
1000 mA,exp1,3272.966797,2339.90918
1000 mA,exp1,3272.207031,2292.847656
1000 mA,exp1,3271.447266,2373.159912
1000 mA,exp1,3270.6875,2323.004395
1000 mA,exp1,3269.926758,2313.233643
1000 mA,exp1,3269.166992,2365.554443
1000 mA,exp1,3268.40625,2402.335693
1000 mA,exp1,3267.646484,2265.324219
1000 mA,exp1,3266.885742,2299.007812
1000 mA,exp1,3266.125,2323.37207
1000 mA,exp1,3265.363281,2391.145752
1000 mA,exp1,3264.602539,2244.940918
1000 mA,exp1,3263.841797,2312.702881
1000 mA,exp1,3263.080078,2222.362305
1000 mA,exp1,3262.318359,2246.717041
1000 mA,exp1,3261.556641,2314.438232
1000 mA,exp1,3260.794922,2276.811035
1000 mA,exp1,3260.033203,2294.946045
1000 mA,exp1,3259.270508,2319.266602
1000 mA,exp1,3258.508789,2229.030273
1000 mA,exp1,3257.746094,2315.259521
1000 mA,exp1,3256.983398,2324.087891
1000 mA,exp1,3256.220703,2274.125977
1000 mA,exp1,3255.458008,2400.509766
1000 mA,exp1,3254.694336,2372.201904
1000 mA,exp1,3253.931641,2334.628418
1000 mA,exp1,3253.167969,2358.901855
1000 mA,exp1,3252.404297,2222.433105
1000 mA,exp1,3251.640625,2209.634033
1000 mA,exp1,3250.876953,2233.917236
1000 mA,exp1,3250.113281,2329.241943
1000 mA,exp1,3249.348633,2263.923096
1000 mA,exp1,3248.584961,2297.444824
1000 mA,exp1,3247.820312,2253.769287
1000 mA,exp1,3247.055664,2293.452881
1000 mA,exp1,3246.291016,2404.101807
1000 mA,exp1,3245.526367,2345.00293
1000 mA,exp1,3244.760742,2461.767822
1000 mA,exp1,3243.996094,2356.415771
1000 mA,exp1,3243.230469,2285.025879
1000 mA,exp1,3242.464844,2225.996582
1000 mA,exp1,3241.699219,2271.794922
1000 mA,exp1,3240.933594,2329.902344
1000 mA,exp1,3240.167969,2314.036377
1000 mA,exp1,3239.402344,2316.660645
1000 mA,exp1,3238.635742,2303.883301
1000 mA,exp1,3237.869141,2232.601074
1000 mA,exp1,3237.102539,2284.500732
1000 mA,exp1,3236.335938,2284.049805
1000 mA,exp1,3235.569336,2280.52124
1000 mA,exp1,3234.802734,2344.688477
1000 mA,exp1,3234.035156,2298.079102
1000 mA,exp1,3233.267578,2328.383301
1000 mA,exp1,3232.500977,2404.803223
1000 mA,exp1,3231.732422,2345.911133
1000 mA,exp1,3230.964844,2373.113281
1000 mA,exp1,3230.197266,2354.204102
1000 mA,exp1,3229.429688,2166.300293
1000 mA,exp1,3228.661133,2344.057129
1000 mA,exp1,3227.892578,2331.307617
1000 mA,exp1,3227.124023,2398.407471
1000 mA,exp1,3226.355469,2327.31543
1000 mA,exp1,3225.586914,2311.506592
1000 mA,exp1,3224.817383,2200.561035
1000 mA,exp1,3224.048828,2313.660889
1000 mA,exp1,3223.279297,2405.240479
1000 mA,exp1,3222.509766,2358.754883
1000 mA,exp1,3221.740234,2201.886719
1000 mA,exp1,3220.970703,2391.548584
1000 mA,exp1,3220.201172,2342.027588
1000 mA,exp1,3219.430664,2421.250488
1000 mA,exp1,3218.661133,2399.321289
1000 mA,exp1,3217.890625,2264.045166
1000 mA,exp1,3217.120117,2297.290527
1000 mA,exp1,3216.349609,2358.084473
1000 mA,exp1,3215.578125,2345.370117
1000 mA,exp1,3214.807617,2351.028076
1000 mA,exp1,3214.036133,2362.804688
1000 mA,exp1,3213.265625,2380.696777
1000 mA,exp1,3212.494141,2371.046875
1000 mA,exp1,3211.722656,2297.165527
1000 mA,exp1,3210.951172,2321.175781
1000 mA,exp1,3210.178711,2235.103027
1000 mA,exp1,3209.407227,2253.001709
1000 mA,exp1,3208.634766,2298.400879
1000 mA,exp1,3207.862305,2270.443115
1000 mA,exp1,3207.089844,2291.37915
1000 mA,exp1,3206.317383,2254.269775
1000 mA,exp1,3205.544922,2296.578125
1000 mA,exp1,3204.771484,2348.029541
1000 mA,exp1,3203.999023,2246.822998
1000 mA,exp1,3203.225586,2334.889404
1000 mA,exp1,3202.452148,2273.395264
1000 mA,exp1,3201.678711,2327.86084
1000 mA,exp1,3200.904297,2290.794922
1000 mA,exp1,3200.130859,2464.174316
1000 mA,exp1,3199.356445,2302.082031
1000 mA,exp1,3198.583008,2246.751709
1000 mA,exp1,3197.808594,2356.030029
1000 mA,exp1,3197.03418,2267.190674
1000 mA,exp1,3196.259766,2294.160645
1000 mA,exp1,3195.484375,2281.520508
1000 mA,exp1,3194.709961,2329.794922
1000 mA,exp1,3193.93457,2228.851074
1000 mA,exp1,3193.15918,2222.319824
1000 mA,exp1,3192.383789,2191.441406
1000 mA,exp1,3191.608398,2361.41748
1000 mA,exp1,3190.833008,2290.97168
1000 mA,exp1,3190.056641,2342.227783
1000 mA,exp1,3189.28125,2290.061035
1000 mA,exp1,3188.504883,2316.971436
1000 mA,exp1,3187.728516,2313.470703
1000 mA,exp1,3186.952148,2261.340332
1000 mA,exp1,3186.175781,2318.628418
1000 mA,exp1,3185.398438,2327.281982
1000 mA,exp1,3184.62207,2263.029053
1000 mA,exp1,3183.844727,2399.244629
1000 mA,exp1,3183.067383,2243.910156
1000 mA,exp1,3182.290039,2203.998291
1000 mA,exp1,3181.512695,2215.700439
1000 mA,exp1,3180.734375,2215.259521
1000 mA,exp1,3179.957031,2138.96875
1000 mA,exp1,3179.178711,2290.212891
1000 mA,exp1,3178.400391,2271.560303
1000 mA,exp1,3177.62207,2277.172363
1000 mA,exp1,3176.84375,2216.087402
1000 mA,exp1,3176.06543,2345.978271
1000 mA,exp1,3175.286133,2190.961914
1000 mA,exp1,3174.507812,2223.853271
1000 mA,exp1,3173.728516,2159.797607
1000 mA,exp1,3172.949219,2283.538818
1000 mA,exp1,3172.169922,2337.587158
1000 mA,exp1,3171.390625,2212.999756
1000 mA,exp1,3170.610352,2194.398438
1000 mA,exp1,3169.831055,2254.484375
1000 mA,exp1,3169.050781,2093.680908
1000 mA,exp1,3168.270508,2129.562988
1000 mA,exp1,3167.490234,2292.453369
1000 mA,exp1,3166.709961,2355.495117
1000 mA,exp1,3165.928711,2243.169434
1000 mA,exp1,3165.148438,2188.31665
1000 mA,exp1,3164.367188,2284.582275
1000 mA,exp1,3163.585938,2181.401367
1000 mA,exp1,3162.804688,2199.09082
1000 mA,exp1,3162.023438,2156.370605
1000 mA,exp1,3161.242188,2258.604492
1000 mA,exp1,3160.459961,2230.983887
1000 mA,exp1,3159.678711,2152.0625
1000 mA,exp1,3158.896484,2145.5979
1000 mA,exp1,3158.114258,2241.717529
1000 mA,exp1,3157.332031,2159.824463
1000 mA,exp1,3156.548828,2183.520996
1000 mA,exp1,3155.766602,2240.376221
1000 mA,exp1,3154.983398,2233.899902
1000 mA,exp1,3154.201172,2254.552734
1000 mA,exp1,3153.417969,2272.184082
1000 mA,exp1,3152.633789,2066.853027
1000 mA,exp1,3151.850586,2238.141846
1000 mA,exp1,3151.067383,2126.262207
1000 mA,exp1,3150.283203,2204.126221
1000 mA,exp1,3149.499023,2110.36084
1000 mA,exp1,3148.71582,2109.939453
1000 mA,exp1,3147.931641,2305.122803
1000 mA,exp1,3147.146484,2271.566895
1000 mA,exp1,3146.362305,2213.959473
1000 mA,exp1,3145.577148,2180.434814
1000 mA,exp1,3144.792969,2131.88916
1000 mA,exp1,3144.007812,2215.639648
1000 mA,exp1,3143.222656,2188.145996
1000 mA,exp1,3142.4375,2313.922852
1000 mA,exp1,3141.651367,2103.145996
1000 mA,exp1,3140.866211,2192.842773
1000 mA,exp1,3140.080078,2231.44751
1000 mA,exp1,3139.293945,2227.999023
1000 mA,exp1,3138.507812,2275.587646
1000 mA,exp1,3137.72168,2104.047607
1000 mA,exp1,3136.935547,2040.608521
1000 mA,exp1,3136.148438,2202.216797
1000 mA,exp1,3135.362305,2207.776123
1000 mA,exp1,3134.575195,2225.329346
1000 mA,exp1,3133.788086,2122.935791
1000 mA,exp1,3133.000977,2203.454834
1000 mA,exp1,3132.213867,2131.079346
1000 mA,exp1,3131.425781,2226.547607
1000 mA,exp1,3130.638672,2241.083008
1000 mA,exp1,3129.850586,2264.599121
1000 mA,exp1,3129.0625,2195.263672
1000 mA,exp1,3128.274414,2078.047119
1000 mA,exp1,3127.486328,2080.625244
1000 mA,exp1,3126.697266,2140.071533
1000 mA,exp1,3125.90918,2160.591064
1000 mA,exp1,3125.120117,2175.118652
1000 mA,exp1,3124.331055,2225.536133
1000 mA,exp1,3123.541992,2204.156006
1000 mA,exp1,3122.75293,2134.942627
1000 mA,exp1,3121.962891,2215.232666
1000 mA,exp1,3121.173828,2029.476685
1000 mA,exp1,3120.383789,2145.615234
1000 mA,exp1,3119.59375,2210.91626
1000 mA,exp1,3118.803711,2189.563965
1000 mA,exp1,3118.013672,2027.853516
1000 mA,exp1,3117.223633,2140.91333
1000 mA,exp1,3116.432617,2241.986572
1000 mA,exp1,3115.642578,2205.721191
1000 mA,exp1,3114.851562,2079.946045
1000 mA,exp1,3114.060547,2142.184326
1000 mA,exp1,3113.269531,2219.3125
1000 mA,exp1,3112.477539,2209.921387
1000 mA,exp1,3111.686523,2275.077881
1000 mA,exp1,3110.894531,2188.169189
1000 mA,exp1,3110.102539,2229.459229
1000 mA,exp1,3109.310547,2133.654297
1000 mA,exp1,3108.518555,2043.846436
1000 mA,exp1,3107.726562,2162.588379
1000 mA,exp1,3106.93457,2102.592041
1000 mA,exp1,3106.141602,2060.485352
1000 mA,exp1,3105.348633,2074.958008
1000 mA,exp1,3104.555664,2169.787109
1000 mA,exp1,3103.762695,2181.256104
1000 mA,exp1,3102.969727,2061.811768
1000 mA,exp1,3102.175781,2168.484863
1000 mA,exp1,3101.382812,2171.024902
1000 mA,exp1,3100.588867,2093.281738
1000 mA,exp1,3099.794922,2193.938477
1000 mA,exp1,3099.000977,2089.47168
1000 mA,exp1,3098.207031,2172.259033
1000 mA,exp1,3097.413086,2088.635498
1000 mA,exp1,3096.618164,2043.660889
1000 mA,exp1,3095.823242,2141.256836
1000 mA,exp1,3095.02832,2120.043457
1000 mA,exp1,3094.233398,2181.960938
1000 mA,exp1,3093.438477,2205.268799
1000 mA,exp1,3092.643555,2201.859863
1000 mA,exp1,3091.847656,2192.518555
1000 mA,exp1,3091.051758,2221.742432
1000 mA,exp1,3090.256836,2167.915527
1000 mA,exp1,3089.460938,2111.14502
1000 mA,exp1,3088.664062,2119.615967
1000 mA,exp1,3087.868164,2273.314697
1000 mA,exp1,3087.071289,2269.89624
1000 mA,exp1,3086.275391,2382.025391
1000 mA,exp1,3085.478516,2165.313477
1000 mA,exp1,3084.681641,2268.533691
1000 mA,exp1,3083.884766,2031.204468
1000 mA,exp1,3083.086914,2205.458496
1000 mA,exp1,3082.290039,2160.620605
1000 mA,exp1,3081.492188,2198.657471
1000 mA,exp1,3080.694336,2245.554443
1000 mA,exp1,3079.896484,2360.466064
1000 mA,exp1,3079.098633,2241.698242
1000 mA,exp1,3078.300781,2306.299072
1000 mA,exp1,3077.50293,2214.195312
1000 mA,exp1,3076.704102,2228.530273
1000 mA,exp1,3075.905273,2174.893799
1000 mA,exp1,3075.106445,2195.139648
1000 mA,exp1,3074.307617,2292.177002
1000 mA,exp1,3073.508789,2356.689697
1000 mA,exp1,3072.708984,2376.886475
1000 mA,exp1,3071.910156,2391.171143
1000 mA,exp1,3071.110352,2423.158936
1000 mA,exp1,3070.310547,2440.379395
1000 mA,exp1,3069.510742,2445.791504
1000 mA,exp1,3068.709961,2395.157227
1000 mA,exp1,3067.910156,2474.303955
1000 mA,exp1,3067.109375,2426.632568
1000 mA,exp1,3066.30957,2461.522217
1000 mA,exp1,3065.508789,2605.449463
1000 mA,exp1,3064.708008,2663.863281
1000 mA,exp1,3063.90625,2542.537598
1000 mA,exp1,3063.105469,2518.464355
1000 mA,exp1,3062.303711,2568.025146
1000 mA,exp1,3061.501953,2614.621826
1000 mA,exp1,3060.701172,2764.232666
1000 mA,exp1,3059.898438,2719.531494
1000 mA,exp1,3059.09668,2639.536621
1000 mA,exp1,3058.294922,2624.29834
1000 mA,exp1,3057.492188,2623.773438
1000 mA,exp1,3056.689453,2673.243408
1000 mA,exp1,3055.887695,2693.290771
1000 mA,exp1,3055.083984,2616.320068
1000 mA,exp1,3054.28125,2595.223145
1000 mA,exp1,3053.478516,2624.089355
1000 mA,exp1,3052.674805,2647.067871
1000 mA,exp1,3051.87207,2576.04248
1000 mA,exp1,3051.068359,2631.325684
1000 mA,exp1,3050.264648,2563.267822
1000 mA,exp1,3049.459961,2489.365967
1000 mA,exp1,3048.65625,2509.41333
1000 mA,exp1,3047.851562,2456.092285
1000 mA,exp1,3047.047852,2232.631592
1000 mA,exp1,3046.243164,2378.84668
1000 mA,exp1,3045.438477,2428.22583
1000 mA,exp1,3044.633789,2372.031494
1000 mA,exp1,3043.828125,2333.448486
1000 mA,exp1,3043.023438,2356.428955
1000 mA,exp1,3042.217773,2394.052002
1000 mA,exp1,3041.412109,2314.471436
1000 mA,exp1,3040.606445,2258.355469
1000 mA,exp1,3039.800781,2272.546875
1000 mA,exp1,3038.994141,2275.020752
1000 mA,exp1,3038.188477,2257.001953
1000 mA,exp1,3037.381836,2274.111816
1000 mA,exp1,3036.575195,2250.247803
1000 mA,exp1,3035.768555,2208.839844
1000 mA,exp1,3034.961914,2252.27417
1000 mA,exp1,3034.155273,2263.521973
1000 mA,exp1,3033.347656,2181.20166
1000 mA,exp1,3032.541016,2198.305908
1000 mA,exp1,3031.733398,2194.944092
1000 mA,exp1,3030.925781,2182.817383
1000 mA,exp1,3030.117188,2252.498291
1000 mA,exp1,3029.30957,2164.420166
1000 mA,exp1,3028.501953,2123.103027
1000 mA,exp1,3027.693359,2233.630859
1000 mA,exp1,3026.884766,2133.932373
1000 mA,exp1,3026.076172,2215.227539
1000 mA,exp1,3025.267578,2173.932861
1000 mA,exp1,3024.458984,2208.508545
1000 mA,exp1,3023.649414,2196.400391
1000 mA,exp1,3022.839844,2047.231567
1000 mA,exp1,3022.03125,2093.474365
1000 mA,exp1,3021.22168,2163.019531
1000 mA,exp1,3020.411133,2130.52832
1000 mA,exp1,3019.601562,2167.984619
1000 mA,exp1,3018.791992,2062.670654
1000 mA,exp1,3017.981445,2097.212891
1000 mA,exp1,3017.170898,2125.916748
1000 mA,exp1,3016.360352,2049.790527
1000 mA,exp1,3015.549805,2139.624512
1000 mA,exp1,3014.739258,2153.750244
1000 mA,exp1,3013.927734,2188.239502
1000 mA,exp1,3013.116211,2199.440674
1000 mA,exp1,3012.305664,2149.553955
1000 mA,exp1,3011.494141,2032.799316
1000 mA,exp1,3010.681641,2134.159424
1000 mA,exp1,3009.870117,2223.851074
1000 mA,exp1,3009.058594,2173.998779
1000 mA,exp1,3008.246094,2159.036621
1000 mA,exp1,3007.433594,2173.132812
1000 mA,exp1,3006.621094,2158.176514
1000 mA,exp1,3005.808594,2250.677979
1000 mA,exp1,3004.996094,2073.11499
1000 mA,exp1,3004.182617,2194.625977
1000 mA,exp1,3003.370117,2136.141602
1000 mA,exp1,3002.556641,2170.537842
1000 mA,exp1,3001.743164,2088.871826
1000 mA,exp2,3750.169922,1764.770386
1000 mA,exp2,3749.5,1662.61792
1000 mA,exp2,3748.830078,1704.57019
1000 mA,exp2,3748.160156,1690.167847
1000 mA,exp2,3747.489258,1696.894043
1000 mA,exp2,3746.819336,1735.296631
1000 mA,exp2,3746.148438,1734.973389
1000 mA,exp2,3745.477539,1822.61438
1000 mA,exp2,3744.806641,1646.379883
1000 mA,exp2,3744.135742,1776.21167
1000 mA,exp2,3743.464844,1621.150879
1000 mA,exp2,3742.793945,1740.391357
1000 mA,exp2,3742.12207,1803.342773
1000 mA,exp2,3741.451172,1665.936646
1000 mA,exp2,3740.779297,1718.336548
1000 mA,exp2,3740.107422,1746.123657
1000 mA,exp2,3739.435547,1724.723022
1000 mA,exp2,3738.763672,1759.522583
1000 mA,exp2,3738.091797,1667.900024
1000 mA,exp2,3737.419922,1741.315186
1000 mA,exp2,3736.74707,1733.971558
1000 mA,exp2,3736.074219,1733.649414
1000 mA,exp2,3735.402344,1687.713623
1000 mA,exp2,3734.729492,1666.351562
1000 mA,exp2,3734.056641,1718.654053
1000 mA,exp2,3733.383789,1735.869019
1000 mA,exp2,3732.709961,1774.114502
1000 mA,exp2,3732.037109,1728.213745
1000 mA,exp2,3731.364258,1717.37854
1000 mA,exp2,3730.69043,1755.606201
1000 mA,exp2,3730.016602,1699.223633
1000 mA,exp2,3729.342773,1825.013062
1000 mA,exp2,3728.668945,1712.602417
1000 mA,exp2,3727.995117,1813.831421
1000 mA,exp2,3727.321289,1718.96936
1000 mA,exp2,3726.646484,1676.647095
1000 mA,exp2,3725.972656,1718.332275
1000 mA,exp2,3725.297852,1739.007935
1000 mA,exp2,3724.623047,1857.630005
1000 mA,exp2,3723.948242,1762.847656
1000 mA,exp2,3723.273438,1643.62085
1000 mA,exp2,3722.598633,1678.28064
1000 mA,exp2,3721.923828,1807.313354
1000 mA,exp2,3721.248047,1730.08606
1000 mA,exp2,3720.573242,1806.644165
1000 mA,exp2,3719.897461,1841.248047
1000 mA,exp2,3719.22168,1739.60498
1000 mA,exp2,3718.545898,1809.133789
1000 mA,exp2,3717.870117,1707.53418
1000 mA,exp2,3717.194336,1874.797974
1000 mA,exp2,3716.518555,1790.67688
1000 mA,exp2,3715.841797,1776.385864
1000 mA,exp2,3715.166016,1713.249756
1000 mA,exp2,3714.489258,1702.467041
