current_density,peak_index,pct_mean,pct_std,species
0.1,2.0,32.73715759218835,11.380668599704537,4-HB water
0.1,3.0,58.04347551893903,28.62439993319302,3-HB water
0.1,4.0,9.21936688887261,5.713971478243711,0-HB
0.15,2.0,31.517732705872366,19.515495970874948,4-HB water
0.15,3.0,58.76018948158453,42.676836096146005,3-HB water
0.15,4.0,9.722077812543105,9.118396087196484,0-HB
0.2,2.0,30.248935445983122,6.163666984546392,4-HB water
0.2,3.0,58.58264446938756,22.731674379061367,3-HB water
0.2,4.0,11.168420084629325,3.3854034488546247,0-HB
0.3,2.0,33.493689671516314,8.80044428848289,4-HB water
0.3,3.0,54.827488350310084,11.80422619589692,3-HB water
0.3,4.0,11.6788219781736,4.530509432273465,0-HB
0.4,2.0,27.089101852653542,,4-HB water
0.4,3.0,62.243434782417495,,3-HB water
0.4,4.0,10.667463364928969,,0-HB
0.5,2.0,34.01536180635761,3.932745061748031,4-HB water
0.5,3.0,51.78227439878085,7.782969395827837,3-HB water
0.5,4.0,14.202363794861542,5.263201159934453,0-HB
0.75,2.0,30.85636827413697,9.578728279415497,4-HB water
0.75,3.0,58.59095523522989,12.33031924700412,3-HB water
0.75,4.0,10.552676490633148,5.876906443306451,0-HB
1.0,2.0,30.34021124043953,3.621942197050039,4-HB water
1.0,3.0,56.78016404252011,2.982826458981514,3-HB water
1.0,4.0,12.879624717040356,3.088704964852082,0-HB
