sample,experiment,wn,int
1 mA,exp1,3426.44043,59744.36719
1 mA,exp1,3425.70996,59923.78516
1 mA,exp1,3424.97949,59560.11719
1 mA,exp1,3424.25,60263.01172
1 mA,exp1,3423.51953,60135.27344
1 mA,exp1,3422.78906,59555.32422
1 mA,exp1,3422.05762,59062.79688
1 mA,exp1,3421.32715,59429.40625
1 mA,exp1,3420.5957,59805.55469
1 mA,exp1,3419.86523,59342.30078
1 mA,exp1,3419.13379,59111.58203
1 mA,exp1,3418.40234,59306.87109
1 mA,exp1,3417.6709,59302.06641
1 mA,exp1,3416.93945,60345.53906
1 mA,exp1,3416.20703,59863.25
1 mA,exp1,3415.47559,60003.41797
1 mA,exp1,3414.74316,59456.89844
1 mA,exp1,3414.01074,59223.21094
1 mA,exp1,3413.27832,59144.28906
1 mA,exp1,3412.5459,58807.64453
1 mA,exp1,3411.81348,59749.94141
1 mA,exp1,3411.08106,59516.35938
1 mA,exp1,3410.34766,59080.00781
1 mA,exp1,3409.61426,59558.11328
1 mA,exp1,3408.88184,59170.19141
1 mA,exp1,3408.14844,59203.98828
1 mA,exp1,3407.41504,59392.21094
1 mA,exp1,3406.68066,58994.87891
1 mA,exp1,3405.94727,58784.23828
1 mA,exp1,3405.21387,59242.53906
1 mA,exp1,3404.47949,58842.23438
1 mA,exp1,3403.74512,59078.53906
1 mA,exp1,3403.01074,58607.70703
1 mA,exp1,3402.27637,59101.01953
1 mA,exp1,3401.54199,59182.92578
1 mA,exp1,3400.80664,58834.38672
1 mA,exp1,3400.07227,58816.75
1 mA,exp1,3399.33691,59386.6875
1 mA,exp1,3398.60156,58948.41016
1 mA,exp1,3397.86621,58731.75781
1 mA,exp1,3397.13086,59070.33203
1 mA,exp1,3396.39551,58988.48047
1 mA,exp1,3395.66016,58707.77344
1 mA,exp1,3394.92383,58850.51172
1 mA,exp1,3394.18848,59294.60156
1 mA,exp1,3393.45215,58321.51563
1 mA,exp1,3392.71582,58643.73047
1 mA,exp1,3391.97949,58324.88281
1 mA,exp1,3391.24219,58839.20703
1 mA,exp1,3390.50586,58373.07813
1 mA,exp1,3389.76953,58662.99219
1 mA,exp1,3389.03223,58805.48828
1 mA,exp1,3388.29492,57862.58203
1 mA,exp1,3387.55762,58597.35156
1 mA,exp1,3386.82031,58442.12891
1 mA,exp1,3386.08301,58638.9375
1 mA,exp1,3385.34473,58106.26172
1 mA,exp1,3384.60742,58207.09375
1 mA,exp1,3383.86914,58598.89844
1 mA,exp1,3383.13086,58520.53906
1 mA,exp1,3382.39258,58362.28906
1 mA,exp1,3381.6543,58610.0
1 mA,exp1,3380.91602,57764.75781
1 mA,exp1,3380.17676,57923.02344
1 mA,exp1,3379.43848,58116.36328
1 mA,exp1,3378.69922,58434.17578
1 mA,exp1,3377.95996,58589.01953
1 mA,exp1,3377.2207,58833.18359
1 mA,exp1,3376.48145,58292.06641
1 mA,exp1,3375.74219,58596.82031
1 mA,exp1,3375.00293,58505.82031
1 mA,exp1,3374.2627,57936.35547
1 mA,exp1,3373.52246,58004.98047
1 mA,exp1,3372.78223,57505.97266
1 mA,exp1,3372.04199,58100.6875
1 mA,exp1,3371.30176,57860.03516
1 mA,exp1,3370.56152,57909.48047
1 mA,exp1,3369.82031,58016.25781
1 mA,exp1,3369.08008,58256.78906
1 mA,exp1,3368.33887,58070.42188
1 mA,exp1,3367.59766,57814.06641
1 mA,exp1,3366.85645,57659.68359
1 mA,exp1,3366.11523,57680.4375
1 mA,exp1,3365.37402,57780.74609
1 mA,exp1,3364.63184,57540.53516
1 mA,exp1,3363.89063,57637.64453
1 mA,exp1,3363.14844,57865.12109
1 mA,exp1,3362.40625,57739.50781
1 mA,exp1,3361.66406,57381.82813
1 mA,exp1,3360.92188,57485.23438
1 mA,exp1,3360.17871,57915.96484
1 mA,exp1,3359.43652,57189.82813
1 mA,exp1,3358.69336,57604.55859
1 mA,exp1,3357.9502,57256.75781
1 mA,exp1,3357.20801,57128.22656
1 mA,exp1,3356.46387,57256.9375
1 mA,exp1,3355.7207,57176.06641
1 mA,exp1,3354.97754,57479.28516
1 mA,exp1,3354.2334,57760.17188
1 mA,exp1,3353.49023,57349.26172
1 mA,exp1,3352.74609,56811.61719
1 mA,exp1,3352.00195,57241.52344
1 mA,exp1,3351.25781,57148.03906
1 mA,exp1,3350.51367,57298.71094
1 mA,exp1,3349.76856,56751.96484
1 mA,exp1,3349.02441,56889.96875
1 mA,exp1,3348.2793,56771.26172
1 mA,exp1,3347.53418,57130.96094
1 mA,exp1,3346.78906,56898.21875
1 mA,exp1,3346.04395,56871.40234
1 mA,exp1,3345.29883,56467.82422
1 mA,exp1,3344.55273,56792.46484
1 mA,exp1,3343.80762,57053.67969
1 mA,exp1,3343.06152,56558.51953
1 mA,exp1,3342.31543,56519.12109
1 mA,exp1,3341.56934,57210.40234
1 mA,exp1,3340.82324,56721.81641
1 mA,exp1,3340.07715,56084.80469
1 mA,exp1,3339.33008,56279.44531
1 mA,exp1,3338.58398,56758.45703
1 mA,exp1,3337.83691,56188.16016
1 mA,exp1,3337.08984,56777.57813
1 mA,exp1,3336.34277,56444.39844
1 mA,exp1,3335.5957,56051.33594
1 mA,exp1,3334.84766,55952.07813
1 mA,exp1,3334.10059,57121.94922
1 mA,exp1,3333.35254,56561.6875
1 mA,exp1,3332.60449,56516.02344
1 mA,exp1,3331.85645,56460.90625
1 mA,exp1,3331.1084,56342.71875
1 mA,exp1,3330.36035,56685.03906
1 mA,exp1,3329.61231,55724.91797
1 mA,exp1,3328.86328,56221.69922
1 mA,exp1,3328.11426,56106.78516
1 mA,exp1,3327.36621,56436.26563
1 mA,exp1,3326.61719,56311.89453
1 mA,exp1,3325.86816,56269.47266
1 mA,exp1,3325.11816,56753.05078
1 mA,exp1,3324.36914,56729.44531
1 mA,exp1,3323.61914,56422.49219
1 mA,exp1,3322.87012,56077.875
1 mA,exp1,3322.12012,55985.16797
1 mA,exp1,3321.37012,56015.20703
1 mA,exp1,3320.61914,56642.96094
1 mA,exp1,3319.86914,56050.07422
1 mA,exp1,3319.11914,56054.91016
1 mA,exp1,3318.36816,55905.68359
1 mA,exp1,3317.61719,55866.53125
1 mA,exp1,3316.86621,56383.68359
1 mA,exp1,3316.11523,56234.46484
1 mA,exp1,3315.36426,56085.30078
1 mA,exp1,3314.61328,55986.44922
1 mA,exp1,3313.86133,56402.66797
1 mA,exp1,3313.10938,55961.53906
1 mA,exp1,3312.3584,56091.92188
1 mA,exp1,3311.60645,55927.21875
1 mA,exp1,3310.85449,56377.625
1 mA,exp1,3310.10156,56115.66406
1 mA,exp1,3309.34961,56340.0
1 mA,exp1,3308.59668,56423.12109
1 mA,exp1,3307.84473,56236.54297
1 mA,exp1,3307.0918,55861.9375
1 mA,exp1,3306.33887,56145.6875
1 mA,exp1,3305.58594,55821.37891
1 mA,exp1,3304.83203,55647.58203
1 mA,exp1,3304.0791,55636.73828
1 mA,exp1,3303.3252,55569.52344
1 mA,exp1,3302.57129,55677.67969
1 mA,exp1,3301.81738,56111.38672
1 mA,exp1,3301.06348,55859.42969
1 mA,exp1,3300.30957,55876.70313
1 mA,exp1,3299.55566,55696.84766
1 mA,exp1,3298.80078,55829.88281
1 mA,exp1,3298.04688,56325.66797
1 mA,exp1,3297.29199,55245.23438
1 mA,exp1,3296.53711,55828.47266
1 mA,exp1,3295.78223,55948.85938
1 mA,exp1,3295.02637,56022.32031
1 mA,exp1,3294.27148,55720.79688
1 mA,exp1,3293.51563,56244.11328
1 mA,exp1,3292.76074,55492.89063
1 mA,exp1,3292.00488,56181.55078
1 mA,exp1,3291.24902,55908.3125
1 mA,exp1,3290.49316,56003.52344
1 mA,exp1,3289.73633,55764.75
1 mA,exp1,3288.98047,56050.28125
1 mA,exp1,3288.22363,55711.75391
1 mA,exp1,3287.4668,55969.10547
1 mA,exp1,3286.70996,55643.19141
1 mA,exp1,3285.95313,55906.68359
1 mA,exp1,3285.19629,56126.42578
1 mA,exp1,3284.43945,55196.03125
1 mA,exp1,3283.68164,55325.45313
1 mA,exp1,3282.92383,55476.62891
1 mA,exp1,3282.16699,55528.06641
1 mA,exp1,3281.40918,56255.26563
1 mA,exp1,3280.65039,56614.77344
1 mA,exp1,3279.89258,55993.53906
1 mA,exp1,3279.13477,55288.50781
1 mA,exp1,3278.37598,56155.19922
1 mA,exp1,3277.61719,55997.97266
1 mA,exp1,3276.8584,55598.18359
1 mA,exp1,3276.09961,55864.07422
1 mA,exp1,3275.34082,56440.78906
1 mA,exp1,3274.58203,55372.75781
1 mA,exp1,3273.82227,55977.30859
1 mA,exp1,3273.06348,55375.90625
1 mA,exp1,3272.30371,55737.875
1 mA,exp1,3271.54395,55543.66797
1 mA,exp1,3270.78418,55290.53125
1 mA,exp1,3270.02344,55357.30859
1 mA,exp1,3269.26367,55703.46094
1 mA,exp1,3268.50293,55844.61719
1 mA,exp1,3267.74316,55417.82031
1 mA,exp1,3266.98242,55251.80859
1 mA,exp1,3266.22168,55867.57031
1 mA,exp1,3265.45996,55803.875
1 mA,exp1,3264.69922,55715.39453
1 mA,exp1,3263.93848,55518.44141
1 mA,exp1,3263.17676,55417.64453
1 mA,exp1,3262.41504,55273.5
1 mA,exp1,3261.65332,55962.87109
1 mA,exp1,3260.8916,55843.44922
1 mA,exp1,3260.12988,55826.27734
1 mA,exp1,3259.36719,56264.30078
1 mA,exp1,3258.60547,56219.18359
1 mA,exp1,3257.84277,56344.32422
1 mA,exp1,3257.08008,55683.34766
1 mA,exp1,3256.31738,56350.00781
1 mA,exp1,3255.55469,55457.26953
1 mA,exp1,3254.79102,55873.17969
1 mA,exp1,3254.02832,55364.32422
1 mA,exp1,3253.26465,55464.73047
1 mA,exp1,3252.50098,55685.64063
1 mA,exp1,3251.73731,55313.09375
1 mA,exp1,3250.97363,55719.33203
1 mA,exp1,3250.20996,55989.48047
1 mA,exp1,3249.44629,55555.3125
1 mA,exp1,3248.68164,55779.05859
1 mA,exp1,3247.91699,55959.48828
1 mA,exp1,3247.15234,55482.35547
1 mA,exp1,3246.3877,55712.14453
1 mA,exp1,3245.62305,55546.88281
1 mA,exp1,3244.8584,55523.59375
1 mA,exp1,3244.09277,55679.20703
1 mA,exp1,3243.32813,55720.65234
1 mA,exp1,3242.5625,56156.72266
1 mA,exp1,3241.79688,55344.18359
1 mA,exp1,3241.03125,55361.00391
1 mA,exp1,3240.26465,55482.57813
1 mA,exp1,3239.49902,55878.28906
1 mA,exp1,3238.73242,55719.41797
1 mA,exp1,3237.9668,55462.05859
1 mA,exp1,3237.2002,55669.71484
1 mA,exp1,3236.43359,55209.29297
1 mA,exp1,3235.66699,55798.54297
1 mA,exp1,3234.89941,55298.26953
1 mA,exp1,3234.13281,55711.90234
1 mA,exp1,3233.36523,55497.89453
1 mA,exp1,3232.59766,55443.875
1 mA,exp1,3231.83008,55482.11719
1 mA,exp1,3231.0625,54979.30859
1 mA,exp1,3230.29492,55411.01953
1 mA,exp1,3229.52637,54917.63281
1 mA,exp1,3228.75879,55253.94141
1 mA,exp1,3227.99023,55114.00781
1 mA,exp1,3227.22168,55440.92578
1 mA,exp1,3226.45313,55592.69141
1 mA,exp1,3225.68457,55836.49219
1 mA,exp1,3224.91504,55303.6875
1 mA,exp1,3224.14648,55513.6875
1 mA,exp1,3223.37695,55337.03516
1 mA,exp1,3222.60742,54850.64453
1 mA,exp1,3221.83789,55131.13281
1 mA,exp1,3221.06836,55423.76953
1 mA,exp1,3220.29883,55231.93359
1 mA,exp1,3219.52832,54825.625
1 mA,exp1,3218.75879,55200.875
1 mA,exp1,3217.98828,55168.5
1 mA,exp1,3217.21777,54765.49609
1 mA,exp1,3216.44727,54956.77734
1 mA,exp1,3215.67578,55319.44531
1 mA,exp1,3214.90527,55363.58984
1 mA,exp1,3214.13379,55432.19922
1 mA,exp1,3213.36328,55314.11328
1 mA,exp1,3212.5918,55468.36328
1 mA,exp1,3211.82031,54824.1875
1 mA,exp1,3211.04883,55100.79688
1 mA,exp1,3210.27637,55135.73828
1 mA,exp1,3209.50488,54901.64453
1 mA,exp1,3208.73242,55385.90234
1 mA,exp1,3207.95996,54763.75391
1 mA,exp1,3207.1875,54914.82031
1 mA,exp1,3206.41504,54461.00781
1 mA,exp1,3205.64258,54822.79688
1 mA,exp1,3204.86914,54906.57422
1 mA,exp1,3204.09668,54630.08984
1 mA,exp1,3203.32324,54124.78906
1 mA,exp1,3202.54981,54843.38281
1 mA,exp1,3201.77637,54719.61328
1 mA,exp1,3201.00293,54452.51953
1 mA,exp1,3200.22852,54216.02344
1 mA,exp1,3199.45508,53991.82031
1 mA,exp1,3198.68066,54447.53125
1 mA,exp1,3197.90625,54930.49219
1 mA,exp1,3197.13184,54395.43359
1 mA,exp1,3196.35742,53802.70313
1 mA,exp1,3195.58301,53840.75391
1 mA,exp1,3194.80762,54567.08203
1 mA,exp1,3194.03223,53700.60938
1 mA,exp1,3193.25781,53918.26563
1 mA,exp1,3192.48242,54017.125
1 mA,exp1,3191.70703,53772.07031
1 mA,exp1,3190.93066,54400.3125
1 mA,exp1,3190.15527,54164.39844
1 mA,exp1,3189.37891,53971.15234
1 mA,exp1,3188.60254,54325.30859
1 mA,exp1,3187.82715,54107.78125
1 mA,exp1,3187.04981,54233.79688
1 mA,exp1,3186.27344,54265.55859
1 mA,exp1,3185.49707,53844.59375
1 mA,exp1,3184.71973,54368.51953
1 mA,exp1,3183.94336,53561.98828
1 mA,exp1,3183.16602,53672.79297
1 mA,exp1,3182.38867,53832.12109
1 mA,exp1,3181.61035,53523.95313
1 mA,exp1,3180.83301,53401.01953
1 mA,exp1,3180.05566,53187.10938
1 mA,exp1,3179.27734,53316.0625
1 mA,exp1,3178.49902,53311.51563
1 mA,exp1,3177.7207,53652.64453
1 mA,exp1,3176.94238,53156.90234
1 mA,exp1,3176.16406,53779.80469
1 mA,exp1,3175.38477,53287.25781
1 mA,exp1,3174.60645,53706.88281
1 mA,exp1,3173.82715,53699.21484
1 mA,exp1,3173.04785,53043.42188
1 mA,exp1,3172.26856,53523.39844
1 mA,exp1,3171.48926,52607.53516
1 mA,exp1,3170.70898,53393.10938
1 mA,exp1,3169.92969,52892.22266
1 mA,exp1,3169.14941,52412.71484
1 mA,exp1,3168.36914,53403.55078
1 mA,exp1,3167.58887,52963.44141
1 mA,exp1,3166.80859,52726.10156
1 mA,exp1,3166.02734,52546.29297
1 mA,exp1,3165.24707,52986.18359
1 mA,exp1,3164.46582,52963.53516
1 mA,exp1,3163.68457,52690.11328
1 mA,exp1,3162.90332,52797.42188
1 mA,exp1,3162.12207,52910.71875
1 mA,exp1,3161.34082,52555.9375
1 mA,exp1,3160.55859,51881.27734
1 mA,exp1,3159.77734,52676.83984
1 mA,exp1,3158.99512,52295.14844
1 mA,exp1,3158.21289,52197.21875
1 mA,exp1,3157.43066,52407.01563
1 mA,exp1,3156.64844,52954.51563
1 mA,exp1,3155.86523,52395.15234
1 mA,exp1,3155.08301,52342.49219
1 mA,exp1,3154.29981,52717.86328
1 mA,exp1,3153.5166,52785.69531
1 mA,exp1,3152.7334,52281.03516
1 mA,exp1,3151.9502,52207.33984
1 mA,exp1,3151.16602,52208.96875
1 mA,exp1,3150.38281,52105.19922
1 mA,exp1,3149.59863,52058.67188
1 mA,exp1,3148.81445,52225.86719
1 mA,exp1,3148.03027,52317.75781
1 mA,exp1,3147.24609,52015.46484
1 mA,exp1,3146.46094,52119.39063
1 mA,exp1,3145.67676,51657.84766
1 mA,exp1,3144.8916,51836.96875
1 mA,exp1,3144.10645,52058.10938
1 mA,exp1,3143.32129,51909.44531
1 mA,exp1,3142.53613,51956.17578
1 mA,exp1,3141.75098,51702.42969
1 mA,exp1,3140.96484,51839.29688
1 mA,exp1,3140.17969,51642.73438
1 mA,exp1,3139.39356,52512.22656
1 mA,exp1,3138.60742,51577.07031
1 mA,exp1,3137.82129,51734.85156
1 mA,exp1,3137.03516,51685.50391
1 mA,exp1,3136.24805,52014.21484
1 mA,exp1,3135.46094,51565.85547
1 mA,exp1,3134.67481,51339.61328
1 mA,exp1,3133.8877,51881.08984
1 mA,exp1,3133.10059,51804.76563
1 mA,exp1,3132.3125,51422.73828
1 mA,exp1,3131.52539,51439.42969
1 mA,exp1,3130.73731,51387.20313
1 mA,exp1,3129.9502,51323.01172
1 mA,exp1,3129.16211,51121.07422
1 mA,exp1,3128.37402,51269.55469
1 mA,exp1,3127.58594,51232.36328
1 mA,exp1,3126.79688,51614.22656
1 mA,exp1,3126.00879,50951.52344
1 mA,exp1,3125.21973,50728.90625
1 mA,exp1,3124.43066,51323.02344
1 mA,exp1,3123.6416,50762.45703
1 mA,exp1,3122.85254,50979.55859
1 mA,exp1,3122.0625,50807.92578
1 mA,exp1,3121.27344,50630.38281
1 mA,exp1,3120.4834,50853.35156
1 mA,exp1,3119.69336,51061.28906
1 mA,exp1,3118.90332,50886.78125
1 mA,exp1,3118.11328,50933.34766
1 mA,exp1,3117.32324,50752.96094
1 mA,exp1,3116.53223,50802.51563
1 mA,exp1,3115.74219,50884.88281
1 mA,exp1,3114.95117,50439.01172
1 mA,exp1,3114.16016,50294.66016
1 mA,exp1,3113.36914,50785.74219
1 mA,exp1,3112.57813,50411.73047
1 mA,exp1,3111.78613,50768.40625
1 mA,exp1,3110.99414,50400.50391
1 mA,exp1,3110.20313,50047.64844
1 mA,exp1,3109.41113,50690.26172
1 mA,exp1,3108.61914,50689.05859
1 mA,exp1,3107.82617,50541.89063
1 mA,exp1,3107.03418,50073.12891
1 mA,exp1,3106.24121,49854.67188
1 mA,exp1,3105.44922,50398.42969
1 mA,exp1,3104.65625,49846.62891
1 mA,exp1,3103.86328,50354.45313
1 mA,exp1,3103.06934,50156.93359
1 mA,exp1,3102.27637,50048.73438
1 mA,exp1,3101.48242,50071.43359
1 mA,exp1,3100.68945,50046.54688
1 mA,exp1,3099.89551,49968.15625
1 mA,exp1,3099.10156,50189.99219
1 mA,exp1,3098.30664,50260.18359
1 mA,exp1,3097.5127,49459.81641
1 mA,exp1,3096.71875,49951.92969
1 mA,exp1,3095.92383,49864.71484
1 mA,exp1,3095.12891,49798.32031
1 mA,exp1,3094.33398,49734.91406
1 mA,exp1,3093.53906,49597.33203
1 mA,exp1,3092.74316,49768.42578
1 mA,exp1,3091.94824,49702.09375
1 mA,exp1,3091.15234,49861.22656
1 mA,exp1,3090.35645,49655.50781
1 mA,exp1,3089.56055,49473.58984
1 mA,exp1,3088.76465,49804.61328
1 mA,exp1,3087.96875,49996.19531
1 mA,exp1,3087.17188,49538.71875
1 mA,exp1,3086.37598,49537.69141
1 mA,exp1,3085.5791,49992.83984
1 mA,exp1,3084.78223,49704.44531
1 mA,exp1,3083.98535,49475.38281
1 mA,exp1,3083.1875,49654.94922
1 mA,exp1,3082.39063,49754.52344
1 mA,exp1,3081.59277,49732.72656
1 mA,exp1,3080.79492,49622.17969
1 mA,exp1,3079.99707,49331.23438
1 mA,exp1,3079.19922,49268.12891
1 mA,exp1,3078.40137,48992.15234
1 mA,exp1,3077.60254,49709.58594
1 mA,exp1,3076.80469,49253.33203
1 mA,exp1,3076.00586,49459.19531
1 mA,exp1,3075.20703,49248.39453
1 mA,exp1,3074.4082,49427.58594
1 mA,exp1,3073.60938,49373.39453
1 mA,exp1,3072.80957,49906.81641
1 mA,exp1,3072.01074,49454.00781
1 mA,exp1,3071.21094,49240.45703
1 mA,exp1,3070.41113,49440.12109
1 mA,exp1,3069.61133,49338.76563
1 mA,exp1,3068.81152,48789.08594
1 mA,exp1,3068.01074,49159.76953
1 mA,exp1,3067.21094,48383.30078
1 mA,exp1,3066.41016,49048.71094
1 mA,exp1,3065.60938,49407.32031
1 mA,exp1,3064.80859,48905.31641
1 mA,exp1,3064.00781,48995.70703
1 mA,exp1,3063.20606,48473.36328
1 mA,exp1,3062.40527,48981.99219
1 mA,exp1,3061.60352,48998.69531
1 mA,exp1,3060.80176,48868.19531
1 mA,exp1,3060.0,48914.33984
1 mA,exp1,3059.19824,48736.82422
1 mA,exp1,3058.39551,49035.99609
1 mA,exp1,3057.59375,49064.42578
1 mA,exp1,3056.79102,48957.5625
1 mA,exp1,3055.98828,48630.21484
1 mA,exp1,3055.18555,48732.19922
1 mA,exp1,3054.38281,48302.15234
1 mA,exp1,3053.5791,48148.50391
1 mA,exp1,3052.77637,48532.5625
1 mA,exp1,3051.97266,48469.98438
1 mA,exp1,3051.16895,48516.09375
1 mA,exp1,3050.36523,48955.63281
1 mA,exp1,3049.56152,48734.48047
1 mA,exp1,3048.75781,48111.3125
1 mA,exp1,3047.95313,48354.05859
1 mA,exp1,3047.14844,48473.48047
1 mA,exp1,3046.34375,48680.85547
1 mA,exp1,3045.53906,47811.83984
1 mA,exp1,3044.73438,48409.23438
1 mA,exp1,3043.92969,48141.58203
1 mA,exp1,3043.12402,48765.04297
1 mA,exp1,3042.31934,48353.83984
1 mA,exp1,3041.51367,47972.09375
1 mA,exp1,3040.70801,48193.91406
1 mA,exp1,3039.90234,47671.78125
1 mA,exp1,3039.0957,48684.13281
1 mA,exp1,3038.29004,48059.64453
1 mA,exp1,3037.4834,48155.41016
1 mA,exp1,3036.67676,47774.15234
1 mA,exp1,3035.87012,47814.34766
1 mA,exp1,3035.06348,48261.10938
1 mA,exp1,3034.25684,48277.79297
1 mA,exp1,3033.44922,47955.28906
1 mA,exp1,3032.6416,47954.48438
1 mA,exp1,3031.83496,47626.32813
1 mA,exp1,3031.02734,48110.66406
1 mA,exp1,3030.21875,47662.82031
1 mA,exp1,3029.41113,47898.66797
1 mA,exp1,3028.60352,47328.38281
1 mA,exp1,3027.79492,47873.70703
1 mA,exp1,3026.98633,47759.05859
1 mA,exp1,3026.17773,47994.69141
1 mA,exp1,3025.36914,48107.67578
1 mA,exp1,3024.56055,47453.30469
1 mA,exp1,3023.75098,47936.79688
1 mA,exp1,3022.94238,47647.26172
1 mA,exp1,3022.13281,47139.16016
1 mA,exp1,3021.32324,47779.83984
1 mA,exp1,3020.51367,47598.34766
1 mA,exp1,3019.70313,47676.27344
1 mA,exp1,3018.89356,47355.02734
1 mA,exp1,3018.08301,47846.59375
1 mA,exp1,3017.27246,47484.66797
1 mA,exp1,3016.46191,47044.26953
1 mA,exp1,3015.65137,47989.73438
1 mA,exp1,3014.84082,47817.17578
1 mA,exp1,3014.0293,47423.53125
1 mA,exp1,3013.21875,47658.46484
1 mA,exp1,3012.40723,47730.41406
1 mA,exp1,3011.5957,48110.60156
1 mA,exp1,3010.78418,47897.48047
1 mA,exp1,3009.97266,47879.21875
1 mA,exp1,3009.16016,47910.36719
1 mA,exp1,3008.34766,47999.625
1 mA,exp1,3007.53613,48100.46484
1 mA,exp1,3006.72363,48140.26563
1 mA,exp1,3005.91113,48162.625
1 mA,exp1,3005.09766,47772.66406
1 mA,exp1,3004.28516,47853.14844
1 mA,exp1,3003.47168,48067.10547
1 mA,exp1,3002.6582,47279.84375
1 mA,exp1,3001.84473,48195.9375
10 mA,exp1,3750.25684,22678.30078
10 mA,exp1,3749.58691,22403.53906
10 mA,exp1,3748.91699,22832.56055
10 mA,exp1,3748.24707,23064.23047
10 mA,exp1,3747.57617,22876.86133
10 mA,exp1,3746.90625,22995.79883
10 mA,exp1,3746.23535,23054.86328
10 mA,exp1,3745.56445,23265.20898
10 mA,exp1,3744.89356,23004.06445
10 mA,exp1,3744.22266,22989.23047
10 mA,exp1,3743.55176,22858.35352
10 mA,exp1,3742.87988,22660.71875
10 mA,exp1,3742.20898,22972.88672
10 mA,exp1,3741.53711,22715.55469
10 mA,exp1,3740.86621,22760.52734
10 mA,exp1,3740.19434,22837.10352
10 mA,exp1,3739.52246,23127.92773
10 mA,exp1,3738.85059,22941.0
10 mA,exp1,3738.17871,23217.65234
10 mA,exp1,3737.50586,23178.23047
10 mA,exp1,3736.83398,23198.49609
10 mA,exp1,3736.16113,23057.31641
10 mA,exp1,3735.48828,22681.09766
10 mA,exp1,3734.81641,22950.52539
10 mA,exp1,3734.14356,23012.90625
10 mA,exp1,3733.4707,23071.75781
10 mA,exp1,3732.79688,22892.16406
10 mA,exp1,3732.12402,23413.75391
10 mA,exp1,3731.4502,23044.89648
10 mA,exp1,3730.77734,23128.22852
10 mA,exp1,3730.10352,23025.83594
10 mA,exp1,3729.42969,22916.47656
10 mA,exp1,3728.75586,22950.75195
10 mA,exp1,3728.08203,23338.68555
10 mA,exp1,3727.4082,23026.26758
10 mA,exp1,3726.7334,23190.01758
10 mA,exp1,3726.05957,23178.7207
10 mA,exp1,3725.38477,23170.92578
10 mA,exp1,3724.70996,23268.08789
10 mA,exp1,3724.03613,22969.96289
10 mA,exp1,3723.36035,23647.65039
10 mA,exp1,3722.68555,23115.30078
10 mA,exp1,3722.01074,22810.37891
10 mA,exp1,3721.33594,23298.97852
10 mA,exp1,3720.66016,23210.79492
10 mA,exp1,3719.98438,23692.15039
10 mA,exp1,3719.30957,23331.45313
10 mA,exp1,3718.63379,23571.61914
10 mA,exp1,3717.95801,22785.05859
10 mA,exp1,3717.28125,23730.48047
10 mA,exp1,3716.60547,23502.6875
10 mA,exp1,3715.92969,23781.0332
10 mA,exp1,3715.25293,23487.01563
10 mA,exp1,3714.57617,23594.3125
10 mA,exp1,3713.90039,23310.90234
10 mA,exp1,3713.22363,23536.76367
10 mA,exp1,3712.54688,23752.08203
10 mA,exp1,3711.86914,24026.58398
10 mA,exp1,3711.19238,23649.19531
10 mA,exp1,3710.51563,23874.82617
10 mA,exp1,3709.83789,23403.5293
10 mA,exp1,3709.16016,23737.11133
10 mA,exp1,3708.48242,23373.98438
10 mA,exp1,3707.80469,23453.24219
10 mA,exp1,3707.12695,23866.70898
10 mA,exp1,3706.44922,23782.23828
10 mA,exp1,3705.77148,24098.04102
10 mA,exp1,3705.09277,23769.97656
10 mA,exp1,3704.41504,23828.21289
10 mA,exp1,3703.73633,23942.08203
10 mA,exp1,3703.05762,23756.81641
10 mA,exp1,3702.37891,23641.16406
10 mA,exp1,3701.7002,24238.23828
10 mA,exp1,3701.02148,23990.45508
10 mA,exp1,3700.3418,23836.59375
10 mA,exp1,3699.66309,24200.50195
10 mA,exp1,3698.9834,23876.43555
10 mA,exp1,3698.30371,23944.9707
10 mA,exp1,3697.62402,23888.46484
10 mA,exp1,3696.94434,24151.4043
10 mA,exp1,3696.26465,23942.14063
10 mA,exp1,3695.58496,24572.87109
10 mA,exp1,3694.9043,23964.54297
10 mA,exp1,3694.22461,23977.47266
10 mA,exp1,3693.54395,24156.90039
10 mA,exp1,3692.86328,23718.92578
10 mA,exp1,3692.18262,24109.85352
10 mA,exp1,3691.50195,24528.375
10 mA,exp1,3690.82129,24243.08594
10 mA,exp1,3690.14063,24287.13867
10 mA,exp1,3689.45898,24109.41406
10 mA,exp1,3688.77832,24389.04883
10 mA,exp1,3688.09668,24381.09375
10 mA,exp1,3687.41504,24774.85547
10 mA,exp1,3686.7334,24375.57422
10 mA,exp1,3686.05176,24426.47461
10 mA,exp1,3685.37012,24619.26367
10 mA,exp1,3684.68848,24715.08398
10 mA,exp1,3684.00586,24558.29883
10 mA,exp1,3683.32422,24923.91797
10 mA,exp1,3682.6416,24746.39844
10 mA,exp1,3681.95898,24959.69531
10 mA,exp1,3681.27637,24861.75195
10 mA,exp1,3680.59375,25171.73633
10 mA,exp1,3679.91113,25011.58008
10 mA,exp1,3679.22754,24647.61133
10 mA,exp1,3678.54492,24684.5332
10 mA,exp1,3677.86133,25053.04102
10 mA,exp1,3677.17773,25158.94336
10 mA,exp1,3676.49512,25409.82813
10 mA,exp1,3675.81152,25353.36914
10 mA,exp1,3675.12695,24924.1543
10 mA,exp1,3674.44336,25147.33398
10 mA,exp1,3673.75977,25598.1543
10 mA,exp1,3673.0752,25341.61719
