sample,experiment,wn,int
50 mA,exp1,3412.5459,50453.5
50 mA,exp1,3411.81348,50807.90234
50 mA,exp1,3411.08106,49790.20313
50 mA,exp1,3410.34766,50221.87109
50 mA,exp1,3409.61426,50167.25
50 mA,exp1,3408.88184,50679.14063
50 mA,exp1,3408.14844,50138.50781
50 mA,exp1,3407.41504,50090.35938
50 mA,exp1,3406.68066,50193.41797
50 mA,exp1,3405.94727,50524.78906
50 mA,exp1,3405.21387,50724.19141
50 mA,exp1,3404.47949,49910.76563
50 mA,exp1,3403.74512,50457.36328
50 mA,exp1,3403.01074,49923.89453
50 mA,exp1,3402.27637,50039.69922
50 mA,exp1,3401.54199,49397.27734
50 mA,exp1,3400.80664,49721.91406
50 mA,exp1,3400.07227,49002.71875
50 mA,exp1,3399.33691,49555.26172
50 mA,exp1,3398.60156,49465.55859
50 mA,exp1,3397.86621,49401.5625
50 mA,exp1,3397.13086,49347.21484
50 mA,exp1,3396.39551,48814.84375
50 mA,exp1,3395.66016,49604.25391
50 mA,exp1,3394.92383,48404.94922
50 mA,exp1,3394.18848,49360.86328
50 mA,exp1,3393.45215,49088.55859
50 mA,exp1,3392.71582,49140.08594
50 mA,exp1,3391.97949,48435.28906
50 mA,exp1,3391.24219,49079.66406
50 mA,exp1,3390.50586,48791.58984
50 mA,exp1,3389.76953,48609.31641
50 mA,exp1,3389.03223,48750.53125
50 mA,exp1,3388.29492,48459.47266
50 mA,exp1,3387.55762,48728.69531
50 mA,exp1,3386.82031,48076.10156
50 mA,exp1,3386.08301,48438.08203
50 mA,exp1,3385.34473,48035.32031
50 mA,exp1,3384.60742,47914.17969
50 mA,exp1,3383.86914,47524.46094
50 mA,exp1,3383.13086,48237.96094
50 mA,exp1,3382.39258,47883.48438
50 mA,exp1,3381.6543,47283.03906
50 mA,exp1,3380.91602,47804.4375
50 mA,exp1,3380.17676,47530.10547
50 mA,exp1,3379.43848,47540.16797
50 mA,exp1,3378.69922,47026.46484
50 mA,exp1,3377.95996,47614.55469
50 mA,exp1,3377.2207,46935.01953
50 mA,exp1,3376.48145,47037.73828
50 mA,exp1,3375.74219,47165.94141
50 mA,exp1,3375.00293,46895.26953
50 mA,exp1,3374.2627,46675.73828
50 mA,exp1,3373.52246,47301.46875
50 mA,exp1,3372.78223,47021.35156
50 mA,exp1,3372.04199,46416.14844
50 mA,exp1,3371.30176,46608.05469
50 mA,exp1,3370.56152,46637.35156
50 mA,exp1,3369.82031,46835.51172
50 mA,exp1,3369.08008,47183.31641
50 mA,exp1,3368.33887,47094.62891
50 mA,exp1,3367.59766,45910.51172
50 mA,exp1,3366.85645,46404.74219
50 mA,exp1,3366.11523,46494.50781
50 mA,exp1,3365.37402,46055.91797
50 mA,exp1,3364.63184,46142.52734
50 mA,exp1,3363.89063,45805.97266
50 mA,exp1,3363.14844,45440.91406
50 mA,exp1,3362.40625,45311.33203
50 mA,exp1,3361.66406,45690.52344
50 mA,exp1,3360.92188,45694.44922
50 mA,exp1,3360.17871,45107.19922
50 mA,exp1,3359.43652,44602.78906
50 mA,exp1,3358.69336,45344.00781
50 mA,exp1,3357.9502,45176.45313
50 mA,exp1,3357.20801,44929.5625
50 mA,exp1,3356.46387,44396.98828
50 mA,exp1,3355.7207,44750.35156
50 mA,exp1,3354.97754,44986.13672
50 mA,exp1,3354.2334,44342.77734
50 mA,exp1,3353.49023,44267.60156
50 mA,exp1,3352.74609,44366.92578
50 mA,exp1,3352.00195,44586.73047
50 mA,exp1,3351.25781,43848.80078
50 mA,exp1,3350.51367,44515.64063
50 mA,exp1,3349.76856,43686.08203
50 mA,exp1,3349.02441,44495.30078
50 mA,exp1,3348.2793,44024.10547
50 mA,exp1,3347.53418,43505.57031
50 mA,exp1,3346.78906,43592.19531
50 mA,exp1,3346.04395,43662.94922
50 mA,exp1,3345.29883,43505.71094
50 mA,exp1,3344.55273,43415.00781
50 mA,exp1,3343.80762,43501.57031
50 mA,exp1,3343.06152,43069.15234
50 mA,exp1,3342.31543,43203.19922
50 mA,exp1,3341.56934,43115.77344
50 mA,exp1,3340.82324,43123.25391
50 mA,exp1,3340.07715,42972.63281
50 mA,exp1,3339.33008,42939.03906
50 mA,exp1,3338.58398,43025.55469
50 mA,exp1,3337.83691,42729.67188
50 mA,exp1,3337.08984,42787.75391
50 mA,exp1,3336.34277,42902.66797
50 mA,exp1,3335.5957,43036.48828
50 mA,exp1,3334.84766,41945.11328
50 mA,exp1,3334.10059,42511.55859
50 mA,exp1,3333.35254,42200.32031
50 mA,exp1,3332.60449,42659.19922
50 mA,exp1,3331.85645,42161.89453
50 mA,exp1,3331.1084,42046.47656
50 mA,exp1,3330.36035,42416.79688
50 mA,exp1,3329.61231,41736.92969
50 mA,exp1,3328.86328,41949.52734
50 mA,exp1,3328.11426,42039.11328
50 mA,exp1,3327.36621,42194.83984
50 mA,exp1,3326.61719,41556.48828
50 mA,exp1,3325.86816,42124.92578
50 mA,exp1,3325.11816,41338.79688
50 mA,exp1,3324.36914,41982.625
50 mA,exp1,3323.61914,41407.76563
50 mA,exp1,3322.87012,42063.91797
50 mA,exp1,3322.12012,41486.11328
50 mA,exp1,3321.37012,41474.91406
50 mA,exp1,3320.61914,41819.21094
50 mA,exp1,3319.86914,41169.4375
50 mA,exp1,3319.11914,41331.25781
50 mA,exp1,3318.36816,40776.15234
50 mA,exp1,3317.61719,41227.1875
50 mA,exp1,3316.86621,41080.88672
50 mA,exp1,3316.11523,41113.75391
50 mA,exp1,3315.36426,41002.08594
50 mA,exp1,3314.61328,41195.14453
50 mA,exp1,3313.86133,41237.38281
50 mA,exp1,3313.10938,40683.03125
50 mA,exp1,3312.3584,41387.72656
50 mA,exp1,3311.60645,40532.24609
50 mA,exp1,3310.85449,41610.11328
50 mA,exp1,3310.10156,40340.78125
50 mA,exp1,3309.34961,40492.90625
50 mA,exp1,3308.59668,40375.25781
50 mA,exp1,3307.84473,40348.58203
50 mA,exp1,3307.0918,40513.14844
50 mA,exp1,3306.33887,40229.4375
50 mA,exp1,3305.58594,40262.33984
50 mA,exp1,3304.83203,40288.96094
50 mA,exp1,3304.0791,39839.42578
50 mA,exp1,3303.3252,39750.23438
50 mA,exp1,3302.57129,40180.86719
50 mA,exp1,3301.81738,39863.09766
50 mA,exp1,3301.06348,39905.40625
50 mA,exp1,3300.30957,40216.83203
50 mA,exp1,3299.55566,39389.22656
50 mA,exp1,3298.80078,40035.34766
50 mA,exp1,3298.04688,39104.88281
50 mA,exp1,3297.29199,39735.16797
50 mA,exp1,3296.53711,39095.875
50 mA,exp1,3295.78223,39935.33984
50 mA,exp1,3295.02637,39240.0
50 mA,exp1,3294.27148,39635.41016
50 mA,exp1,3293.51563,39580.8125
50 mA,exp1,3292.76074,38820.34766
50 mA,exp1,3292.00488,39680.89453
50 mA,exp1,3291.24902,38964.41406
50 mA,exp1,3290.49316,39490.58203
50 mA,exp1,3289.73633,38793.14063
50 mA,exp1,3288.98047,39281.6875
50 mA,exp1,3288.22363,39320.80469
50 mA,exp1,3287.4668,38951.30078
50 mA,exp1,3286.70996,38868.83984
50 mA,exp1,3285.95313,39063.90234
50 mA,exp1,3285.19629,39165.36328
50 mA,exp1,3284.43945,38671.50391
50 mA,exp1,3283.68164,39240.40625
50 mA,exp1,3282.92383,38949.22266
50 mA,exp1,3282.16699,38726.67578
50 mA,exp1,3281.40918,38784.49219
50 mA,exp1,3280.65039,38941.92188
50 mA,exp1,3279.89258,38208.96484
50 mA,exp1,3279.13477,38273.06641
50 mA,exp1,3278.37598,37988.62109
50 mA,exp1,3277.61719,38444.74609
50 mA,exp1,3276.8584,38630.06641
50 mA,exp1,3276.09961,38407.91016
50 mA,exp1,3275.34082,38873.00391
50 mA,exp1,3274.58203,38069.54688
50 mA,exp1,3273.82227,38388.4375
50 mA,exp1,3273.06348,38073.26563
50 mA,exp1,3272.30371,38354.74219
50 mA,exp1,3271.54395,38055.22656
50 mA,exp1,3270.78418,37786.88281
50 mA,exp1,3270.02344,37881.9375
50 mA,exp1,3269.26367,37818.625
50 mA,exp1,3268.50293,38093.65234
50 mA,exp1,3267.74316,37868.94922
50 mA,exp1,3266.98242,37976.3125
50 mA,exp1,3266.22168,37720.69141
50 mA,exp1,3265.45996,38386.29297
50 mA,exp1,3264.69922,38307.43359
50 mA,exp1,3263.93848,37735.67188
50 mA,exp1,3263.17676,38224.19531
50 mA,exp1,3262.41504,38185.69531
50 mA,exp1,3261.65332,37849.76172
50 mA,exp1,3260.8916,37399.34375
50 mA,exp1,3260.12988,37909.21875
50 mA,exp1,3259.36719,37681.91016
50 mA,exp1,3258.60547,37265.83594
50 mA,exp1,3257.84277,37725.90234
50 mA,exp1,3257.08008,37607.07422
50 mA,exp1,3256.31738,37686.30859
50 mA,exp1,3255.55469,37029.25781
50 mA,exp1,3254.79102,37408.58594
50 mA,exp1,3254.02832,37246.60938
50 mA,exp1,3253.26465,37455.69531
50 mA,exp1,3252.50098,37383.41016
50 mA,exp1,3251.73731,37067.00391
50 mA,exp1,3250.97363,37365.60156
50 mA,exp1,3250.20996,36962.82031
50 mA,exp1,3249.44629,37310.73438
50 mA,exp1,3248.68164,36719.74609
50 mA,exp1,3247.91699,36706.33594
50 mA,exp1,3247.15234,37171.38672
50 mA,exp1,3246.3877,37302.94141
50 mA,exp1,3245.62305,36940.74609
50 mA,exp1,3244.8584,37041.4375
50 mA,exp1,3244.09277,36926.18359
50 mA,exp1,3243.32813,36749.29297
50 mA,exp1,3242.5625,36782.12891
50 mA,exp1,3241.79688,36562.17969
50 mA,exp1,3241.03125,36884.73438
50 mA,exp1,3240.26465,36615.54297
50 mA,exp1,3239.49902,36574.43359
50 mA,exp1,3238.73242,37247.92188
50 mA,exp1,3237.9668,36255.125
50 mA,exp1,3237.2002,36879.14844
50 mA,exp1,3236.43359,36600.97656
50 mA,exp1,3235.66699,36661.46094
50 mA,exp1,3234.89941,36235.73828
50 mA,exp1,3234.13281,35890.16797
50 mA,exp1,3233.36523,36304.47266
50 mA,exp1,3232.59766,36057.43359
50 mA,exp1,3231.83008,36413.11719
50 mA,exp1,3231.0625,36390.55469
50 mA,exp1,3230.29492,36122.12109
50 mA,exp1,3229.52637,35776.96875
50 mA,exp1,3228.75879,36353.62109
50 mA,exp1,3227.99023,35867.26172
50 mA,exp1,3227.22168,36219.48047
50 mA,exp1,3226.45313,35896.06641
50 mA,exp1,3225.68457,35855.19922
50 mA,exp1,3224.91504,35651.67969
50 mA,exp1,3224.14648,35794.98828
50 mA,exp1,3223.37695,35910.625
50 mA,exp1,3222.60742,35299.25
50 mA,exp1,3221.83789,35589.74219
50 mA,exp1,3221.06836,35683.88281
50 mA,exp1,3220.29883,35857.6875
50 mA,exp1,3219.52832,35360.19922
50 mA,exp1,3218.75879,35135.62891
50 mA,exp1,3217.98828,35324.75
50 mA,exp1,3217.21777,35657.76172
50 mA,exp1,3216.44727,35840.57813
50 mA,exp1,3215.67578,35560.96875
50 mA,exp1,3214.90527,35477.39063
50 mA,exp1,3214.13379,35081.65625
50 mA,exp1,3213.36328,35463.33594
50 mA,exp1,3212.5918,35462.42969
50 mA,exp1,3211.82031,35296.33984
50 mA,exp1,3211.04883,35433.08203
50 mA,exp1,3210.27637,34802.29688
50 mA,exp1,3209.50488,35162.24219
50 mA,exp1,3208.73242,35344.76953
50 mA,exp1,3207.95996,35246.08594
50 mA,exp1,3207.1875,34634.16016
50 mA,exp1,3206.41504,34880.82422
50 mA,exp1,3205.64258,35081.58203
50 mA,exp1,3204.86914,34873.09375
50 mA,exp1,3204.09668,35308.83594
50 mA,exp1,3203.32324,34605.92578
50 mA,exp1,3202.54981,34461.73438
50 mA,exp1,3201.77637,34360.31641
50 mA,exp1,3201.00293,34664.63672
50 mA,exp1,3200.22852,34270.43359
50 mA,exp1,3199.45508,34092.875
50 mA,exp1,3198.68066,34339.13672
50 mA,exp1,3197.90625,34198.20703
50 mA,exp1,3197.13184,34355.97266
50 mA,exp1,3196.35742,33700.19141
50 mA,exp1,3195.58301,34564.69922
50 mA,exp1,3194.80762,34046.17969
50 mA,exp1,3194.03223,34170.34766
50 mA,exp1,3193.25781,34026.5625
50 mA,exp1,3192.48242,33730.64844
50 mA,exp1,3191.70703,34241.27734
50 mA,exp1,3190.93066,34197.96094
50 mA,exp1,3190.15527,33978.22656
50 mA,exp1,3189.37891,34123.53906
50 mA,exp1,3188.60254,33529.89844
50 mA,exp1,3187.82715,33550.59375
50 mA,exp1,3187.04981,33781.00391
50 mA,exp1,3186.27344,34093.36719
50 mA,exp1,3185.49707,33378.66797
50 mA,exp1,3184.71973,33748.69922
50 mA,exp1,3183.94336,33462.57422
50 mA,exp1,3183.16602,33592.55859
50 mA,exp1,3182.38867,33576.76953
50 mA,exp1,3181.61035,32826.44531
50 mA,exp1,3180.83301,33660.51563
50 mA,exp1,3180.05566,33077.34766
50 mA,exp1,3179.27734,33741.15625
50 mA,exp1,3178.49902,33282.54688
50 mA,exp1,3177.7207,33118.24219
50 mA,exp1,3176.94238,33054.05078
50 mA,exp1,3176.16406,33105.05859
50 mA,exp1,3175.38477,32871.18359
50 mA,exp1,3174.60645,32982.80078
50 mA,exp1,3173.82715,33154.95703
50 mA,exp1,3173.04785,32845.49219
50 mA,exp1,3172.26856,32944.92969
50 mA,exp1,3171.48926,32529.66406
50 mA,exp1,3170.70898,32653.33789
50 mA,exp1,3169.92969,32492.49414
50 mA,exp1,3169.14941,32286.33008
50 mA,exp1,3168.36914,32697.34766
50 mA,exp1,3167.58887,32491.2207
50 mA,exp1,3166.80859,32902.03125
50 mA,exp1,3166.02734,32139.67188
50 mA,exp1,3165.24707,32115.12891
50 mA,exp1,3164.46582,32274.9375
50 mA,exp1,3163.68457,32159.73242
50 mA,exp1,3162.90332,32437.27539
50 mA,exp1,3162.12207,32270.73828
50 mA,exp1,3161.34082,32436.41797
50 mA,exp1,3160.55859,31983.14063
50 mA,exp1,3159.77734,32070.33203
50 mA,exp1,3158.99512,32205.77148
50 mA,exp1,3158.21289,32045.4707
50 mA,exp1,3157.43066,32051.14453
50 mA,exp1,3156.64844,31761.24805
50 mA,exp1,3155.86523,31914.72656
50 mA,exp1,3155.08301,31736.51758
50 mA,exp1,3154.29981,31920.07813
50 mA,exp1,3153.5166,32028.22461
50 mA,exp1,3152.7334,31985.67578
50 mA,exp1,3151.9502,31608.77148
50 mA,exp1,3151.16602,31560.29883
50 mA,exp1,3150.38281,31532.91992
50 mA,exp1,3149.59863,31249.6543
50 mA,exp1,3148.81445,31171.17578
50 mA,exp1,3148.03027,31050.59766
50 mA,exp1,3147.24609,30881.92578
50 mA,exp1,3146.46094,31110.39648
50 mA,exp1,3145.67676,30647.03516
50 mA,exp1,3144.8916,31269.36914
50 mA,exp1,3144.10645,30896.34961
50 mA,exp1,3143.32129,30995.38086
50 mA,exp1,3142.53613,31397.89063
50 mA,exp1,3141.75098,30986.00391
50 mA,exp1,3140.96484,31066.92969
50 mA,exp1,3140.17969,30844.48242
50 mA,exp1,3139.39356,31033.5
50 mA,exp1,3138.60742,30610.0
50 mA,exp1,3137.82129,30645.90625
50 mA,exp1,3137.03516,30777.82617
50 mA,exp1,3136.24805,30909.69336
50 mA,exp1,3135.46094,30951.51367
50 mA,exp1,3134.67481,30717.39258
50 mA,exp1,3133.8877,30708.25586
50 mA,exp1,3133.10059,30111.51953
50 mA,exp1,3132.3125,30525.13281
50 mA,exp1,3131.52539,30827.69727
50 mA,exp1,3130.73731,30426.04102
50 mA,exp1,3129.9502,30608.67969
50 mA,exp1,3129.16211,30491.74805
50 mA,exp1,3128.37402,30344.91797
50 mA,exp1,3127.58594,30171.19922
50 mA,exp1,3126.79688,30281.90234
50 mA,exp1,3126.00879,30667.875
50 mA,exp1,3125.21973,30314.67383
50 mA,exp1,3124.43066,30455.18945
50 mA,exp1,3123.6416,29815.05469
50 mA,exp1,3122.85254,30164.92383
50 mA,exp1,3122.0625,30194.76758
50 mA,exp1,3121.27344,30457.73633
50 mA,exp1,3120.4834,30131.88867
50 mA,exp1,3119.69336,30340.98242
50 mA,exp1,3118.90332,30376.73633
50 mA,exp1,3118.11328,29582.19922
50 mA,exp1,3117.32324,29865.92383
50 mA,exp1,3116.53223,29444.98047
50 mA,exp1,3115.74219,29910.6875
50 mA,exp1,3114.95117,30062.86719
50 mA,exp1,3114.16016,29549.64063
50 mA,exp1,3113.36914,29898.70703
50 mA,exp1,3112.57813,29528.87305
50 mA,exp1,3111.78613,29666.0918
50 mA,exp1,3110.99414,29794.3125
50 mA,exp1,3110.20313,29976.13086
50 mA,exp1,3109.41113,29663.18945
50 mA,exp1,3108.61914,29088.18359
50 mA,exp1,3107.82617,29624.51172
50 mA,exp1,3107.03418,29296.93359
50 mA,exp1,3106.24121,29329.78125
50 mA,exp1,3105.44922,29300.0957
50 mA,exp1,3104.65625,29142.43359
50 mA,exp1,3103.86328,29425.25977
50 mA,exp1,3103.06934,29169.45117
50 mA,exp1,3102.27637,29116.01953
50 mA,exp1,3101.48242,29017.99609
50 mA,exp1,3100.68945,29672.30078
50 mA,exp1,3099.89551,29086.65039
50 mA,exp1,3099.10156,28955.99414
50 mA,exp1,3098.30664,29413.7832
50 mA,exp1,3097.5127,28721.57227
50 mA,exp1,3096.71875,28971.28711
50 mA,exp1,3095.92383,29060.52734
50 mA,exp1,3095.12891,28808.25781
50 mA,exp1,3094.33398,28743.11719
50 mA,exp1,3093.53906,29099.47656
50 mA,exp1,3092.74316,29084.75
50 mA,exp1,3091.94824,28681.35938
50 mA,exp1,3091.15234,29277.78711
50 mA,exp1,3090.35645,28972.38672
50 mA,exp1,3089.56055,28910.25
50 mA,exp1,3088.76465,28711.76758
50 mA,exp1,3087.96875,28424.44336
50 mA,exp1,3087.17188,28629.1543
50 mA,exp1,3086.37598,28744.89844
50 mA,exp1,3085.5791,28828.00977
50 mA,exp1,3084.78223,28842.97266
50 mA,exp1,3083.98535,28603.2793
50 mA,exp1,3083.1875,28375.52539
50 mA,exp1,3082.39063,28662.86719
50 mA,exp1,3081.59277,28242.83984
50 mA,exp1,3080.79492,28355.53125
50 mA,exp1,3079.99707,28814.26953
50 mA,exp1,3079.19922,28631.05469
50 mA,exp1,3078.40137,28270.50195
50 mA,exp1,3077.60254,28696.45898
50 mA,exp1,3076.80469,28451.30664
50 mA,exp1,3076.00586,28188.52148
50 mA,exp1,3075.20703,28380.83008
50 mA,exp1,3074.4082,27822.77148
50 mA,exp1,3073.60938,28381.28516
50 mA,exp1,3072.80957,28508.47852
50 mA,exp1,3072.01074,28585.43359
50 mA,exp1,3071.21094,28142.88477
50 mA,exp1,3070.41113,28140.20508
50 mA,exp1,3069.61133,28290.94336
50 mA,exp1,3068.81152,28344.27734
50 mA,exp1,3068.01074,28108.57031
50 mA,exp1,3067.21094,27949.61914
50 mA,exp1,3066.41016,28103.21875
50 mA,exp1,3065.60938,28233.17578
50 mA,exp1,3064.80859,28027.14453
50 mA,exp1,3064.00781,28428.11523
50 mA,exp1,3063.20606,27783.22461
50 mA,exp1,3062.40527,28387.29102
50 mA,exp1,3061.60352,28057.72266
50 mA,exp1,3060.80176,27925.52344
50 mA,exp1,3060.0,28261.35742
50 mA,exp1,3059.19824,27564.17188
50 mA,exp1,3058.39551,28123.54102
50 mA,exp1,3057.59375,28179.6875
50 mA,exp1,3056.79102,27679.97656
50 mA,exp1,3055.98828,27639.15625
50 mA,exp1,3055.18555,27789.43555
50 mA,exp1,3054.38281,27860.29492
50 mA,exp1,3053.5791,27584.375
50 mA,exp1,3052.77637,27640.55664
50 mA,exp1,3051.97266,27749.58789
50 mA,exp1,3051.16895,27467.98047
50 mA,exp1,3050.36523,27797.2168
50 mA,exp1,3049.56152,27219.20898
50 mA,exp1,3048.75781,27962.20508
50 mA,exp1,3047.95313,27490.03516
50 mA,exp1,3047.14844,27276.23438
50 mA,exp1,3046.34375,27866.24023
50 mA,exp1,3045.53906,27370.9082
50 mA,exp1,3044.73438,27500.31445
50 mA,exp1,3043.92969,27169.41797
50 mA,exp1,3043.12402,27577.25195
50 mA,exp1,3042.31934,27557.08789
50 mA,exp1,3041.51367,27583.80859
50 mA,exp1,3040.70801,27680.81836
50 mA,exp1,3039.90234,27112.99609
50 mA,exp1,3039.0957,27315.4668
50 mA,exp1,3038.29004,27283.66211
50 mA,exp1,3037.4834,27272.35742
50 mA,exp1,3036.67676,27223.01563
50 mA,exp1,3035.87012,27173.69336
50 mA,exp1,3035.06348,27639.20508
50 mA,exp1,3034.25684,27063.4043
50 mA,exp1,3033.44922,27189.57617
50 mA,exp1,3032.6416,27149.06641
50 mA,exp1,3031.83496,26918.5918
50 mA,exp1,3031.02734,27024.25977
50 mA,exp1,3030.21875,27086.06055
50 mA,exp1,3029.41113,27515.88281
50 mA,exp1,3028.60352,27157.01953
50 mA,exp1,3027.79492,27081.52148
50 mA,exp1,3026.98633,27172.45117
50 mA,exp1,3026.17773,27088.22266
50 mA,exp1,3025.36914,27254.98438
50 mA,exp1,3024.56055,26986.96875
50 mA,exp1,3023.75098,27054.50781
50 mA,exp1,3022.94238,26599.99219
50 mA,exp1,3022.13281,26848.35742
50 mA,exp1,3021.32324,26915.87891
50 mA,exp1,3020.51367,27027.09375
50 mA,exp1,3019.70313,27467.54883
50 mA,exp1,3018.89356,27124.11133
50 mA,exp1,3018.08301,26923.54102
50 mA,exp1,3017.27246,27238.52148
50 mA,exp1,3016.46191,27224.35547
50 mA,exp1,3015.65137,27230.57227
50 mA,exp1,3014.84082,27248.42773
50 mA,exp1,3014.0293,27085.85742
50 mA,exp1,3013.21875,26998.99609
50 mA,exp1,3012.40723,26917.98633
50 mA,exp1,3011.5957,27200.53516
50 mA,exp1,3010.78418,27029.38086
50 mA,exp1,3009.97266,26730.38281
50 mA,exp1,3009.16016,26966.29492
50 mA,exp1,3008.34766,27082.9707
50 mA,exp1,3007.53613,27365.20313
50 mA,exp1,3006.72363,27191.27734
50 mA,exp1,3005.91113,27182.95703
50 mA,exp1,3005.09766,27104.95508
50 mA,exp1,3004.28516,27006.66211
50 mA,exp1,3003.47168,27070.94336
50 mA,exp1,3002.6582,26923.36523
50 mA,exp1,3001.84473,27495.35938
100 mA,exp1,3750.25684,13265.99512
100 mA,exp1,3749.58691,13262.47266
100 mA,exp1,3748.91699,13341.00488
100 mA,exp1,3748.24707,13426.55078
100 mA,exp1,3747.57617,13314.91113
100 mA,exp1,3746.90625,13273.71191
100 mA,exp1,3746.23535,13464.80078
100 mA,exp1,3745.56445,13314.51074
100 mA,exp1,3744.89356,13509.03906
100 mA,exp1,3744.22266,13270.86426
100 mA,exp1,3743.55176,13363.34473
100 mA,exp1,3742.87988,13360.8584
100 mA,exp1,3742.20898,13506.01856
100 mA,exp1,3741.53711,13556.22656
100 mA,exp1,3740.86621,13493.9668
100 mA,exp1,3740.19434,13284.16699
100 mA,exp1,3739.52246,13422.20801
100 mA,exp1,3738.85059,13244.1084
100 mA,exp1,3738.17871,13410.19629
100 mA,exp1,3737.50586,13277.80469
100 mA,exp1,3736.83398,13633.37207
100 mA,exp1,3736.16113,13174.60645
100 mA,exp1,3735.48828,13147.59863
100 mA,exp1,3734.81641,13327.58203
100 mA,exp1,3734.14356,13588.17285
100 mA,exp1,3733.4707,13420.82715
100 mA,exp1,3732.79688,13635.72168
100 mA,exp1,3732.12402,13275.62305
100 mA,exp1,3731.4502,13150.48731
100 mA,exp1,3730.77734,13421.38086
100 mA,exp1,3730.10352,13520.49609
100 mA,exp1,3729.42969,13335.83398
100 mA,exp1,3728.75586,13746.63574
100 mA,exp1,3728.08203,13411.42773
100 mA,exp1,3727.4082,13457.95606
100 mA,exp1,3726.7334,13588.47559
100 mA,exp1,3726.05957,13421.46973
100 mA,exp1,3725.38477,13488.96484
100 mA,exp1,3724.70996,13308.04492
100 mA,exp1,3724.03613,13648.36231
100 mA,exp1,3723.36035,13726.26856
100 mA,exp1,3722.68555,13604.8457
100 mA,exp1,3722.01074,13242.25488
100 mA,exp1,3721.33594,13501.94238
100 mA,exp1,3720.66016,13464.49805
100 mA,exp1,3719.98438,13559.83496
100 mA,exp1,3719.30957,13476.98047
100 mA,exp1,3718.63379,13561.80176
100 mA,exp1,3717.95801,13737.38184
100 mA,exp1,3717.28125,13769.75391
100 mA,exp1,3716.60547,13477.48047
100 mA,exp1,3715.92969,13632.03906
100 mA,exp1,3715.25293,13528.32617
100 mA,exp1,3714.57617,13494.42578
100 mA,exp1,3713.90039,13680.28711
100 mA,exp1,3713.22363,13594.05957
100 mA,exp1,3712.54688,13703.12402
100 mA,exp1,3711.86914,13606.46582
100 mA,exp1,3711.19238,13666.69043
100 mA,exp1,3710.51563,13587.49707
100 mA,exp1,3709.83789,13595.43945
100 mA,exp1,3709.16016,13805.42676
100 mA,exp1,3708.48242,13646.14356
100 mA,exp1,3707.80469,13490.40234
100 mA,exp1,3707.12695,13467.02148
100 mA,exp1,3706.44922,13882.25488
100 mA,exp1,3705.77148,13862.29004
100 mA,exp1,3705.09277,13713.58203
100 mA,exp1,3704.41504,13359.66406
100 mA,exp1,3703.73633,13771.13184
100 mA,exp1,3703.05762,13862.49023
100 mA,exp1,3702.37891,13863.40918
100 mA,exp1,3701.7002,13718.31445
100 mA,exp1,3701.02148,13778.34863
100 mA,exp1,3700.3418,13702.82617
100 mA,exp1,3699.66309,13748.94336
100 mA,exp1,3698.9834,13857.57324
100 mA,exp1,3698.30371,13966.16309
100 mA,exp1,3697.62402,13717.02832
100 mA,exp1,3696.94434,13933.23633
100 mA,exp1,3696.26465,14090.35059
100 mA,exp1,3695.58496,13744.14844
100 mA,exp1,3694.9043,13783.25586
100 mA,exp1,3694.22461,13936.84082
100 mA,exp1,3693.54395,13854.48926
100 mA,exp1,3692.86328,14240.37207
100 mA,exp1,3692.18262,14019.29297
100 mA,exp1,3691.50195,13968.17285
100 mA,exp1,3690.82129,13837.34668
100 mA,exp1,3690.14063,14094.71973
100 mA,exp1,3689.45898,14324.27734
100 mA,exp1,3688.77832,14176.13477
100 mA,exp1,3688.09668,14138.88672
100 mA,exp1,3687.41504,14049.70508
100 mA,exp1,3686.7334,14223.70215
100 mA,exp1,3686.05176,14183.00293
100 mA,exp1,3685.37012,14325.75977
100 mA,exp1,3684.68848,14298.89844
100 mA,exp1,3684.00586,14434.66113
100 mA,exp1,3683.32422,14321.30664
100 mA,exp1,3682.6416,14429.3457
100 mA,exp1,3681.95898,14419.77344
100 mA,exp1,3681.27637,14230.42285
100 mA,exp1,3680.59375,14376.44238
100 mA,exp1,3679.91113,14550.05566
100 mA,exp1,3679.22754,14436.80371
100 mA,exp1,3678.54492,14610.3418
100 mA,exp1,3677.86133,14659.46582
100 mA,exp1,3677.17773,14615.3252
100 mA,exp1,3676.49512,14640.25977
100 mA,exp1,3675.81152,14806.72656
100 mA,exp1,3675.12695,14897.19629
100 mA,exp1,3674.44336,14759.86719
100 mA,exp1,3673.75977,14660.54199
100 mA,exp1,3673.0752,14899.3252
100 mA,exp1,3672.39063,15086.28418
100 mA,exp1,3671.70703,14907.63867
100 mA,exp1,3671.02246,14887.65723
100 mA,exp1,3670.33789,14867.68359
100 mA,exp1,3669.65332,15257.85547
100 mA,exp1,3668.96777,15124.10449
100 mA,exp1,3668.2832,14907.7168
100 mA,exp1,3667.59766,15090.98633
100 mA,exp1,3666.91309,15098.54297
100 mA,exp1,3666.22754,14889.16504
100 mA,exp1,3665.54199,15189.38867
100 mA,exp1,3664.85645,15272.64844
100 mA,exp1,3664.16992,15231.98438
100 mA,exp1,3663.48438,15821.00977
100 mA,exp1,3662.79883,15439.67871
100 mA,exp1,3662.11231,15436.83984
100 mA,exp1,3661.42578,15334.27344
100 mA,exp1,3660.74023,15455.23438
