current_density,peak_index,pct_mean,pct_std,species
0.05,2.0,40.32860750952191,10.24786999788153,4-HB water
0.05,3.0,55.13628229218555,30.874312108409374,3-HB water
0.05,4.0,4.535110198292546,0.6890840898070273,0-HB
0.1,2.0,26.64903541115642,4.060399326038711,4-HB water
0.1,3.0,61.60326896456533,11.964812874398586,3-HB water
0.1,4.0,11.747695624278254,2.660197339766434,0-HB
0.15,2.0,27.62658378402997,5.740727391619937,4-HB water
0.15,3.0,59.263138594873595,14.005709128806926,3-HB water
0.15,4.0,13.110277621096417,2.4421601819651455,0-HB
0.2,2.0,28.081856207882293,1.1788794164053902,4-HB water
0.2,3.0,60.301478218776516,7.363894807992771,3-HB water
0.2,4.0,11.61666557334119,1.2516172982620384,0-HB
0.3,2.0,38.39438703410448,0.969750829092556,4-HB water
0.3,3.0,55.931592972212705,0.38894137656743466,3-HB water
0.3,4.0,5.674019993682816,3.7911296801731162,0-HB
0.4,2.0,32.26683265317672,2.499628286864183,4-HB water
0.4,3.0,59.7376841344911,7.31051408001205,3-HB water
0.4,4.0,7.995483212332171,6.547729046817908,0-HB
0.5,2.0,46.860159703830924,3.2436364006015004,4-HB water
0.5,3.0,44.79941967307003,4.112548123925488,3-HB water
0.5,4.0,8.340420623099051,2.303475386029876,0-HB
0.75,2.0,42.73168558531971,1.4345597583543674,4-HB water
0.75,3.0,46.88046421876208,6.3019124624134175,3-HB water
0.75,4.0,10.387850195918212,2.529684957439202,0-HB
1.0,2.0,42.70186602989477,1.4140603308605928,4-HB water
1.0,3.0,46.835077479676514,6.2890659831323985,3-HB water
1.0,4.0,10.463056490428723,2.5738766722136432,0-HB
