3750.169922	1634.437988	3750.169922	1764.770386	3750.169922	1652.050537	3750.169922	1838.742798	3750.169922	1613.302979
3749.5	1673.185425	3749.5	1662.61792	3749.5	1761.247803	3749.5	1764.770386	3749.5	1648.527954
3748.830078	1676.395508	3748.830078	1704.57019	3748.830078	1694.004639	3748.830078	1732.744873	3748.830078	1736.266724
3748.160156	1746.506836	3748.160156	1690.167847	3748.160156	1746.506836	3748.160156	1785.239868	3748.160156	1753.549194
3747.489258	1767.304565	3747.489258	1696.894043	3747.489258	1714.496704	3747.489258	1770.825073	3747.489258	1732.099365
3746.819336	1686.018433	3746.819336	1735.296631	3746.819336	1766.975464	3746.819336	1809.213867	3746.819336	1791.614502
3746.148438	1685.704468	3746.148438	1734.973389	3746.148438	1685.704468	3746.148438	1770.165649	3746.148438	1773.684814
3745.477539	1738.168945	3745.477539	1822.61438	3745.477539	1713.539062	3745.477539	1769.83606	3745.477539	1773.354614
3744.806641	1776.542358	3744.806641	1646.379883	3744.806641	1734.327515	3744.806641	1811.721436	3744.806641	1713.220093
3744.135742	1776.21167	3744.135742	1776.21167	3744.135742	1624.969849	3744.135742	1719.935669	3744.135742	1705.866699
3743.464844	1804.013916	3743.464844	1621.150879	3743.464844	1677.416504	3743.464844	1877.862427	3743.464844	1691.482788
3742.793945	1680.620361	3742.793945	1740.391357	3742.793945	1807.194214	3742.793945	1923.220337	3742.793945	1617.333374
3742.12207	1655.700684	3742.12207	1803.342773	3742.12207	1704.914673	3742.12207	1782.250977	3742.12207	1715.460571
3741.451172	1817.065918	3741.451172	1665.936646	3741.451172	1722.170776	3741.451172	1781.919556	3741.451172	1701.082886
3740.779297	1823.755859	3740.779297	1718.336548	3740.779297	1816.727905	3740.779297	1742.934326	3740.779297	1637.514893
3740.107422	1675.857056	3740.107422	1746.123657	3740.107422	1640.723755	3740.107422	1788.283569	3740.107422	1742.610352
3739.435547	1703.646973	3739.435547	1724.723022	3739.435547	1696.621582	3739.435547	1777.413086	3739.435547	1763.362427
3738.763672	1696.306274	3738.763672	1759.522583	3738.763672	1664.697998	3738.763672	1801.66687	3738.763672	1633.089844
3738.091797	1713.547852	3738.091797	1667.900024	3738.091797	1780.263794	3738.091797	1762.707031	3738.091797	1713.547852
3737.419922	1762.379395	3737.419922	1741.315186	3737.419922	1720.250854	3737.419922	1720.250854	3737.419922	1751.84729
3736.74707	1684.830688	3736.74707	1733.971558	3736.74707	1691.850708	3736.74707	1762.052002	3736.74707	1709.401123
3736.074219	1677.498901	3736.074219	1733.649414	3736.074219	1751.196533	3736.074219	1842.441162	3736.074219	1695.045898
3735.402344	1631.573486	3735.402344	1687.713623	3735.402344	1771.923828	3735.402344	1768.415039	3735.402344	1771.923828
3734.729492	1694.416382	3734.729492	1666.351562	3734.729492	1704.940796	3734.729492	1862.805664	3734.729492	1810.18396
3734.056641	1652.012329	3734.056641	1718.654053	3734.056641	1753.728638	3734.056641	1708.131592	3734.056641	1739.69873
3733.383789	1756.90979	3733.383789	1735.869019	3733.383789	1707.814575	3733.383789	1890.168457	3733.383789	1718.334961
3732.709961	1735.546875	3732.709961	1774.114502	3732.709961	1658.411377	3732.709961	1725.02832	3732.709961	1668.929932
3732.037109	1752.752319	3732.037109	1728.213745	3732.037109	1717.697266	3732.037109	1644.081665	3732.037109	1714.191772
3731.364258	1822.52417	3731.364258	1717.37854	3731.364258	1885.61145	3731.364258	1762.94165	3731.364258	1640.271729
3730.69043	1706.547241	3730.69043	1755.606201	3730.69043	1745.093506	3730.69043	1724.068359	3730.69043	1678.513672
3730.016602	1737.762695	3730.016602	1699.223633	3730.016602	1758.784058	3730.016602	1727.252075	3730.016602	1681.705811
3729.342773	1684.896851	3729.342773	1825.013062	3729.342773	1832.018799	3729.342773	1737.44043	3729.342773	1677.891113
