sample,experiment,wn,int,current_A,cell_voltage
50 mA,exp1,3414.68164,4809.61035,0.05,3.69
50 mA,exp1,3413.94922,4966.62305,0.05,3.69
50 mA,exp1,3413.2168,4949.56738,0.05,3.69
50 mA,exp1,3412.48438,4887.41357,0.05,3.69
50 mA,exp1,3411.75195,4941.24414,0.05,3.69
50 mA,exp1,3411.01856,5024.03857,0.05,3.69
50 mA,exp1,3410.28613,4839.54736,0.05,3.69
50 mA,exp1,3409.55273,4819.31104,0.05,3.69
50 mA,exp1,3408.81934,4789.42627,0.05,3.69
50 mA,exp1,3408.08594,4724.15332,0.05,3.69
50 mA,exp1,3407.35254,4758.64648,0.05,3.69
50 mA,exp1,3406.61914,4812.42773,0.05,3.69
50 mA,exp1,3405.88574,4811.51172,0.05,3.69
50 mA,exp1,3405.15137,4894.20215,0.05,3.69
50 mA,exp1,3404.41699,4890.05518,0.05,3.69
50 mA,exp1,3403.68359,4895.55273,0.05,3.69
50 mA,exp1,3402.94922,4865.69629,0.05,3.69
50 mA,exp1,3402.21484,4896.90088,0.05,3.69
50 mA,exp1,3401.47949,4908.81836,0.05,3.69
50 mA,exp1,3400.74512,4862.91553,0.05,3.69
50 mA,exp1,3400.00977,4781.70459,0.05,3.69
50 mA,exp1,3399.27539,5063.33838,0.05,3.69
50 mA,exp1,3398.54004,4818.40283,0.05,3.69
50 mA,exp1,3397.80469,4881.67432,0.05,3.69
50 mA,exp1,3397.06934,4842.23633,0.05,3.69
50 mA,exp1,3396.33398,4943.97803,0.05,3.69
50 mA,exp1,3395.59766,4862.84277,0.05,3.69
50 mA,exp1,3394.86231,4919.64209,0.05,3.69
50 mA,exp1,3394.12598,4912.29004,0.05,3.69
50 mA,exp1,3393.38965,4831.20606,0.05,3.69
50 mA,exp1,3392.65332,4807.84717,0.05,3.69
50 mA,exp1,3391.91699,4970.36475,0.05,3.69
50 mA,exp1,3391.18066,4924.55908,0.05,3.69
50 mA,exp1,3390.44336,4939.63525,0.05,3.69
50 mA,exp1,3389.70703,4816.98584,0.05,3.69
50 mA,exp1,3388.96973,4755.22412,0.05,3.69
50 mA,exp1,3388.23242,5048.8584,0.05,3.69
50 mA,exp1,3387.49512,4935.86035,0.05,3.69
50 mA,exp1,3386.75781,4838.90625,0.05,3.69
50 mA,exp1,3386.02051,4937.17236,0.05,3.69
50 mA,exp1,3385.2832,4869.04688,0.05,3.69
50 mA,exp1,3384.54492,4775.35889,0.05,3.69
50 mA,exp1,3383.80664,4899.16309,0.05,3.69
50 mA,exp1,3383.06836,4882.23877,0.05,3.69
50 mA,exp1,3382.33008,4986.79443,0.05,3.69
50 mA,exp1,3381.5918,4829.2334,0.05,3.69
50 mA,exp1,3380.85352,4844.28565,0.05,3.69
50 mA,exp1,3380.11523,4900.86523,0.05,3.69
50 mA,exp1,3379.37598,4877.5669,0.05,3.69
50 mA,exp1,3378.63672,5004.37647,0.05,3.69
50 mA,exp1,3377.89746,4882.08398,0.05,3.69
50 mA,exp1,3377.1582,4836.45508,0.05,3.69
50 mA,exp1,3376.41895,4835.52832,0.05,3.69
50 mA,exp1,3375.67969,4882.46875,0.05,3.69
50 mA,exp1,3374.94043,4942.15283,0.05,3.69
50 mA,exp1,3374.2002,4906.11572,0.05,3.69
50 mA,exp1,3373.45996,4889.22852,0.05,3.69
50 mA,exp1,3372.71973,4913.80029,0.05,3.69
50 mA,exp1,3371.97949,4912.85742,0.05,3.69
50 mA,exp1,3371.23926,4876.85205,0.05,3.69
50 mA,exp1,3370.49902,4847.23438,0.05,3.69
50 mA,exp1,3369.75781,4769.8335,0.05,3.69
50 mA,exp1,3369.01758,4975.98486,0.05,3.69
50 mA,exp1,3368.27637,4990.95459,0.05,3.69
50 mA,exp1,3367.53516,5015.47168,0.05,3.69
50 mA,exp1,3366.79395,4858.50098,0.05,3.69
50 mA,exp1,3366.05273,4965.79639,0.05,3.69
50 mA,exp1,3365.31152,4882.09473,0.05,3.69
50 mA,exp1,3364.56934,4982.97998,0.05,3.69
50 mA,exp1,3363.82813,4883.39941,0.05,3.69
50 mA,exp1,3363.08594,4898.36475,0.05,3.69
50 mA,exp1,3362.34375,4900.60254,0.05,3.69
50 mA,exp1,3361.60156,4995.04639,0.05,3.69
50 mA,exp1,3360.85938,4841.49707,0.05,3.69
50 mA,exp1,3360.11621,4974.05469,0.05,3.69
50 mA,exp1,3359.37402,4909.54346,0.05,3.69
50 mA,exp1,3358.63086,4899.06738,0.05,3.69
50 mA,exp1,3357.8877,4920.35938,0.05,3.69
50 mA,exp1,3357.14453,4795.55371,0.05,3.69
50 mA,exp1,3356.40137,4861.31055,0.05,3.69
50 mA,exp1,3355.6582,4933.39111,0.05,3.69
50 mA,exp1,3354.91504,4995.92139,0.05,3.69
50 mA,exp1,3354.1709,4985.43848,0.05,3.69
50 mA,exp1,3353.42676,4822.66455,0.05,3.69
50 mA,exp1,3352.68359,4929.58984,0.05,3.69
50 mA,exp1,3351.93945,4839.83545,0.05,3.69
50 mA,exp1,3351.19531,4797.67969,0.05,3.69
50 mA,exp1,3350.4502,4809.43604,0.05,3.69
50 mA,exp1,3349.70606,4868.7334,0.05,3.69
50 mA,exp1,3348.96094,4886.80908,0.05,3.69
50 mA,exp1,3348.2168,4911.21436,0.05,3.69
50 mA,exp1,3347.47168,4951.44971,0.05,3.69
50 mA,exp1,3346.72656,4909.31934,0.05,3.69
50 mA,exp1,3345.98145,4838.70459,0.05,3.69
50 mA,exp1,3345.23535,4913.75635,0.05,3.69
50 mA,exp1,3344.49023,4874.82178,0.05,3.69
50 mA,exp1,3343.74414,5076.43115,0.05,3.69
50 mA,exp1,3342.99902,5037.47949,0.05,3.69
50 mA,exp1,3342.25293,4849.85205,0.05,3.69
50 mA,exp1,3341.50684,4965.94678,0.05,3.69
50 mA,exp1,3340.76074,4857.46533,0.05,3.69
50 mA,exp1,3340.01367,4796.45215,0.05,3.69
50 mA,exp1,3339.26758,4694.3667,0.05,3.69
50 mA,exp1,3338.52051,4860.96973,0.05,3.69
50 mA,exp1,3337.77344,4891.6294,0.05,3.69
50 mA,exp1,3337.02637,4871.72705,0.05,3.69
50 mA,exp1,3336.2793,4851.83203,0.05,3.69
50 mA,exp1,3335.53223,4885.63281,0.05,3.69
50 mA,exp1,3334.78516,5026.77588,0.05,3.69
50 mA,exp1,3334.03711,4959.50781,0.05,3.69
50 mA,exp1,3333.29004,4986.9541,0.05,3.69
50 mA,exp1,3332.54199,4894.47363,0.05,3.69
50 mA,exp1,3331.79395,4830.42432,0.05,3.69
50 mA,exp1,3331.0459,4873.65137,0.05,3.69
50 mA,exp1,3330.29785,4951.55371,0.05,3.69
50 mA,exp1,3329.54883,4960.0542,0.05,3.69
50 mA,exp1,3328.80078,4927.56641,0.05,3.69
50 mA,exp1,3328.05176,5021.17236,0.05,3.69
50 mA,exp1,3327.30273,4764.93457,0.05,3.69
50 mA,exp1,3326.55371,4981.41602,0.05,3.69
50 mA,exp1,3325.80469,4936.34717,0.05,3.69
50 mA,exp1,3325.05566,4869.24902,0.05,3.69
50 mA,exp1,3324.30566,4921.83691,0.05,3.69
50 mA,exp1,3323.55664,4861.06299,0.05,3.69
50 mA,exp1,3322.80664,4885.30176,0.05,3.69
50 mA,exp1,3322.05664,4786.79248,0.05,3.69
50 mA,exp1,3321.30664,4811.03565,0.05,3.69
50 mA,exp1,3320.55664,4926.50049,0.05,3.69
50 mA,exp1,3319.80566,4862.6377,0.05,3.69
50 mA,exp1,3319.05566,4946.6001,0.05,3.69
50 mA,exp1,3318.30469,4973.93604,0.05,3.69
50 mA,exp1,3317.55469,4809.50928,0.05,3.69
50 mA,exp1,3316.80371,4937.43213,0.05,3.69
50 mA,exp1,3316.05273,4974.17969,0.05,3.69
50 mA,exp1,3315.30078,4869.53857,0.05,3.69
50 mA,exp1,3314.54981,4859.16895,0.05,3.69
50 mA,exp1,3313.79785,4886.48828,0.05,3.69
50 mA,exp1,3313.04688,5070.78662,0.05,3.69
50 mA,exp1,3312.29492,4988.18115,0.05,3.69
50 mA,exp1,3311.54297,5046.84375,0.05,3.69
50 mA,exp1,3310.79102,5039.58594,0.05,3.69
50 mA,exp1,3310.03906,4966.44629,0.05,3.69
50 mA,exp1,3309.28613,4996.84717,0.05,3.69
50 mA,exp1,3308.53418,4917.4707,0.05,3.69
50 mA,exp1,3307.78125,4888.29395,0.05,3.69
50 mA,exp1,3307.02832,4931.23096,0.05,3.69
50 mA,exp1,3306.27539,4911.46484,0.05,3.69
50 mA,exp1,3305.52246,5001.38525,0.05,3.69
50 mA,exp1,3304.76856,4887.61963,0.05,3.69
50 mA,exp1,3304.01563,4971.24463,0.05,3.69
50 mA,exp1,3303.26172,5036.04492,0.05,3.69
50 mA,exp1,3302.50781,4869.10693,0.05,3.69
50 mA,exp1,3301.75488,4958.94629,0.05,3.69
50 mA,exp1,3301.0,4961.10986,0.05,3.69
50 mA,exp1,3300.24609,4913.20068,0.05,3.69
50 mA,exp1,3299.49219,4918.50049,0.05,3.69
50 mA,exp1,3298.73731,4983.2334,0.05,3.69
50 mA,exp1,3297.9834,4916.58154,0.05,3.69
50 mA,exp1,3297.22852,4859.33643,0.05,3.69
50 mA,exp1,3296.47363,4833.37744,0.05,3.69
50 mA,exp1,3295.71875,4866.81738,0.05,3.69
50 mA,exp1,3294.96289,5112.7544,0.05,3.69
50 mA,exp1,3294.20801,5074.26172,0.05,3.69
50 mA,exp1,3293.45215,4870.21484,0.05,3.69
50 mA,exp1,3292.69727,4962.96387,0.05,3.69
50 mA,exp1,3291.94141,5071.28906,0.05,3.69
50 mA,exp1,3291.18555,4914.19336,0.05,3.69
50 mA,exp1,3290.42969,4900.74707,0.05,3.69
50 mA,exp1,3289.67285,5043.3501,0.05,3.69
50 mA,exp1,3288.91699,4880.10986,0.05,3.69
50 mA,exp1,3288.16016,5028.8999,0.05,3.69
50 mA,exp1,3287.40332,4890.67822,0.05,3.69
50 mA,exp1,3286.64648,5005.10449,0.05,3.69
50 mA,exp1,3285.88965,4832.64453,0.05,3.69
50 mA,exp1,3285.13281,4915.86426,0.05,3.69
50 mA,exp1,3284.37598,5167.34863,0.05,3.69
50 mA,exp1,3283.61816,4945.10107,0.05,3.69
50 mA,exp1,3282.86035,4766.55566,0.05,3.69
50 mA,exp1,3282.10254,4905.78809,0.05,3.69
50 mA,exp1,3281.34473,4876.80029,0.05,3.69
50 mA,exp1,3280.58691,4819.80127,0.05,3.69
50 mA,exp1,3279.8291,5049.21631,0.05,3.69
50 mA,exp1,3279.07031,5042.00244,0.05,3.69
50 mA,exp1,3278.3125,4953.88623,0.05,3.69
50 mA,exp1,3277.55371,4937.36035,0.05,3.69
50 mA,exp1,3276.79492,5042.15039,0.05,3.69
50 mA,exp1,3276.03613,5087.81104,0.05,3.69
50 mA,exp1,3275.27734,4925.13037,0.05,3.69
50 mA,exp1,3274.51758,4989.44727,0.05,3.69
50 mA,exp1,3273.75879,4904.55078,0.05,3.69
50 mA,exp1,3272.99902,5046.53272,0.05,3.69
50 mA,exp1,3272.23926,4964.76465,0.05,3.69
50 mA,exp1,3271.47949,5103.57227,0.05,3.69
50 mA,exp1,3270.71973,4984.55664,0.05,3.69
50 mA,exp1,3269.95996,4971.15869,0.05,3.69
50 mA,exp1,3269.19922,4908.09473,0.05,3.69
50 mA,exp1,3268.43945,4956.79248,0.05,3.69
50 mA,exp1,3267.67871,4996.16113,0.05,3.69
50 mA,exp1,3266.91797,4951.74414,0.05,3.69
50 mA,exp1,3266.15723,4978.68945,0.05,3.69
50 mA,exp1,3265.39648,4934.29248,0.05,3.69
50 mA,exp1,3264.63574,4830.99805,0.05,3.69
50 mA,exp1,3263.87402,5034.65967,0.05,3.69
50 mA,exp1,3263.11231,5126.65723,0.05,3.69
50 mA,exp1,3262.35156,4893.22949,0.05,3.69
50 mA,exp1,3261.58984,4997.61084,0.05,3.69
50 mA,exp1,3260.82715,4885.11084,0.05,3.69
50 mA,exp1,3260.06543,5014.22949,0.05,3.69
50 mA,exp1,3259.30371,5013.24365,0.05,3.69
50 mA,exp1,3258.54102,4981.29883,0.05,3.69
50 mA,exp1,3257.77832,5079.36865,0.05,3.69
50 mA,exp1,3257.01563,5059.80127,0.05,3.69
50 mA,exp1,3256.25293,5043.33545,0.05,3.69
50 mA,exp1,3255.49023,4977.38086,0.05,3.69
50 mA,exp1,3254.72754,5097.02246,0.05,3.69
50 mA,exp1,3253.96387,5077.46631,0.05,3.69
50 mA,exp1,3253.20117,5036.27539,0.05,3.69
50 mA,exp1,3252.4375,5053.83008,0.05,3.69
50 mA,exp1,3251.67383,5133.18604,0.05,3.69
50 mA,exp1,3250.91016,4968.41553,0.05,3.69
50 mA,exp1,3250.14551,4982.8833,0.05,3.69
50 mA,exp1,3249.38184,4879.97803,0.05,3.69
50 mA,exp1,3248.61719,4962.39258,0.05,3.69
50 mA,exp1,3247.85352,4927.45361,0.05,3.69
50 mA,exp1,3247.08887,5062.30078,0.05,3.69
50 mA,exp1,3246.32422,4857.61621,0.05,3.69
50 mA,exp1,3245.55859,5106.58887,0.05,3.69
50 mA,exp1,3244.79395,5034.62842,0.05,3.69
50 mA,exp1,3244.0293,5110.74414,0.05,3.69
50 mA,exp1,3243.26367,5106.65283,0.05,3.69
50 mA,exp1,3242.49805,4951.48975,0.05,3.69
50 mA,exp1,3241.73242,5058.40137,0.05,3.69
50 mA,exp1,3240.9668,5035.83008,0.05,3.69
50 mA,exp1,3240.20117,5148.84473,0.05,3.69
50 mA,exp1,3239.43457,5080.05371,0.05,3.69
50 mA,exp1,3238.66895,5026.68994,0.05,3.69
50 mA,exp1,3237.90234,5047.25391,0.05,3.69
50 mA,exp1,3237.13574,5003.15381,0.05,3.69
50 mA,exp1,3236.36914,4999.08789,0.05,3.69
50 mA,exp1,3235.60254,4951.93604,0.05,3.69
50 mA,exp1,3234.83496,5009.42236,0.05,3.69
50 mA,exp1,3234.06836,4943.82764,0.05,3.69
50 mA,exp1,3233.30078,4976.68555,0.05,3.69
50 mA,exp1,3232.5332,5021.83057,0.05,3.69
50 mA,exp1,3231.76563,5082.33106,0.05,3.69
50 mA,exp1,3230.99805,5056.73486,0.05,3.69
50 mA,exp1,3230.23047,5006.56104,0.05,3.69
50 mA,exp1,3229.46191,4928.75195,0.05,3.69
50 mA,exp1,3228.69434,5010.72656,0.05,3.69
50 mA,exp1,3227.92578,5258.53369,0.05,3.69
50 mA,exp1,3227.15723,5054.81006,0.05,3.69
50 mA,exp1,3226.38867,5161.27295,0.05,3.69
50 mA,exp1,3225.62012,4988.34619,0.05,3.69
50 mA,exp1,3224.85059,5103.98731,0.05,3.69
50 mA,exp1,3224.08203,4995.5791,0.05,3.69
50 mA,exp1,3223.3125,5123.44385,0.05,3.69
50 mA,exp1,3222.54297,5211.38232,0.05,3.69
50 mA,exp1,3221.77344,5103.01611,0.05,3.69
50 mA,exp1,3221.00391,5129.60107,0.05,3.69
50 mA,exp1,3220.23438,5110.19287,0.05,3.69
50 mA,exp1,3219.46387,5050.94824,0.05,3.69
50 mA,exp1,3218.69336,5197.03418,0.05,3.69
50 mA,exp1,3217.92383,5159.24121,0.05,3.69
50 mA,exp1,3217.15332,5078.57959,0.05,3.69
50 mA,exp1,3216.38281,5144.94824,0.05,3.69
50 mA,exp1,3215.61133,5134.74365,0.05,3.69
50 mA,exp1,3214.84082,4980.66357,0.05,3.69
50 mA,exp1,3214.06934,5154.13379,0.05,3.69
50 mA,exp1,3213.29883,5091.91211,0.05,3.69
50 mA,exp1,3212.52734,5139.854,0.05,3.69
50 mA,exp1,3211.75586,4985.89356,0.05,3.69
50 mA,exp1,3210.9834,4899.27539,0.05,3.69
50 mA,exp1,3210.21191,5081.76123,0.05,3.69
50 mA,exp1,3209.43945,5001.27148,0.05,3.69
50 mA,exp1,3208.66797,5009.44922,0.05,3.69
50 mA,exp1,3207.89551,4956.50732,0.05,3.69
50 mA,exp1,3207.12305,5025.79395,0.05,3.69
50 mA,exp1,3206.35059,5000.36035,0.05,3.69
50 mA,exp1,3205.57715,5161.22949,0.05,3.69
50 mA,exp1,3204.80469,5157.15234,0.05,3.69
50 mA,exp1,3204.03125,5119.49561,0.05,3.69
50 mA,exp1,3203.25879,5051.33252,0.05,3.69
50 mA,exp1,3202.48535,4995.40186,0.05,3.69
50 mA,exp1,3201.71191,5076.78613,0.05,3.69
50 mA,exp1,3200.9375,5060.52686,0.05,3.69
50 mA,exp1,3200.16406,5282.15332,0.05,3.69
50 mA,exp1,3199.38965,5165.23779,0.05,3.69
50 mA,exp1,3198.61621,5164.21191,0.05,3.69
50 mA,exp1,3197.8418,5175.37842,0.05,3.69
50 mA,exp1,3197.06738,5067.69434,0.05,3.69
50 mA,exp1,3196.29297,5036.2207,0.05,3.69
50 mA,exp1,3195.51758,5050.45117,0.05,3.69
50 mA,exp1,3194.74316,5131.67627,0.05,3.69
50 mA,exp1,3193.96777,5008.86084,0.05,3.69
50 mA,exp1,3193.19238,5023.08691,0.05,3.69
50 mA,exp1,3192.41699,4949.04053,0.05,3.69
50 mA,exp1,3191.6416,4954.14307,0.05,3.69
50 mA,exp1,3190.86621,5020.09277,0.05,3.69
50 mA,exp1,3190.08984,5116.43506,0.05,3.69
50 mA,exp1,3189.31445,4969.43701,0.05,3.69
50 mA,exp1,3188.53809,5120.48242,0.05,3.69
50 mA,exp1,3187.76172,5037.38281,0.05,3.69
50 mA,exp1,3186.98535,5078.93359,0.05,3.69
50 mA,exp1,3186.20898,5114.38965,0.05,3.69
50 mA,exp1,3185.43164,5070.83691,0.05,3.69
50 mA,exp1,3184.65527,5045.52734,0.05,3.69
50 mA,exp1,3183.87793,5032.37549,0.05,3.69
50 mA,exp1,3183.10059,5049.59277,0.05,3.69
50 mA,exp1,3182.32324,4960.54932,0.05,3.69
50 mA,exp1,3181.5459,5093.11231,0.05,3.69
50 mA,exp1,3180.76758,4952.50586,0.05,3.69
50 mA,exp1,3179.99023,4912.07813,0.05,3.69
50 mA,exp1,3179.21191,4929.30078,0.05,3.69
50 mA,exp1,3178.43359,5010.20557,0.05,3.69
50 mA,exp1,3177.65527,5033.46582,0.05,3.69
50 mA,exp1,3176.87695,4996.08447,0.05,3.69
50 mA,exp1,3176.09863,4961.74902,0.05,3.69
50 mA,exp1,3175.32031,4972.88232,0.05,3.69
50 mA,exp1,3174.54102,4950.68359,0.05,3.69
50 mA,exp1,3173.76172,4949.69775,0.05,3.69
50 mA,exp1,3172.98242,5021.39795,0.05,3.69
50 mA,exp1,3172.20313,5205.10498,0.05,3.69
50 mA,exp1,3171.42383,4922.52148,0.05,3.69
50 mA,exp1,3170.64356,5118.28125,0.05,3.69
50 mA,exp1,3169.86426,5044.6333,0.05,3.69
50 mA,exp1,3169.08398,5001.27051,0.05,3.69
50 mA,exp1,3168.30371,5027.49854,0.05,3.69
50 mA,exp1,3167.52344,5132.34961,0.05,3.69
50 mA,exp1,3166.74316,4946.87695,0.05,3.69
50 mA,exp1,3165.96289,5109.1416,0.05,3.69
50 mA,exp1,3165.18164,4917.70215,0.05,3.69
50 mA,exp1,3164.40039,4992.27051,0.05,3.69
50 mA,exp1,3163.61914,5060.7666,0.05,3.69
50 mA,exp1,3162.83789,4996.32178,0.05,3.69
50 mA,exp1,3162.05664,4986.26514,0.05,3.69
50 mA,exp1,3161.27539,4939.97754,0.05,3.69
50 mA,exp1,3160.49316,5032.57959,0.05,3.69
50 mA,exp1,3159.71191,5010.44775,0.05,3.69
50 mA,exp1,3158.92969,5078.85645,0.05,3.69
50 mA,exp1,3158.14746,4887.76367,0.05,3.69
50 mA,exp1,3157.36523,4859.63965,0.05,3.69
50 mA,exp1,3156.58301,5042.64209,0.05,3.69
50 mA,exp1,3155.79981,4978.31397,0.05,3.69
50 mA,exp1,3155.01758,4968.27686,0.05,3.69
50 mA,exp1,3154.23438,5060.72315,0.05,3.69
50 mA,exp1,3153.45117,5110.94336,0.05,3.69
50 mA,exp1,3152.66797,5043.63916,0.05,3.69
50 mA,exp1,3151.88477,4973.34912,0.05,3.69
50 mA,exp1,3151.10059,5053.67285,0.05,3.69
50 mA,exp1,3150.31738,4947.2749,0.05,3.69
50 mA,exp1,3149.5332,4976.39258,0.05,3.69
50 mA,exp1,3148.74902,4924.23047,0.05,3.69
50 mA,exp1,3147.96484,4905.19141,0.05,3.69
50 mA,exp1,3147.18066,5024.56104,0.05,3.69
50 mA,exp1,3146.39551,5089.73633,0.05,3.69
50 mA,exp1,3145.61133,4953.38184,0.05,3.69
50 mA,exp1,3144.82617,4916.30957,0.05,3.69
50 mA,exp1,3144.04102,4975.4541,0.05,3.69
50 mA,exp1,3143.25586,4830.18604,0.05,3.69
50 mA,exp1,3142.4707,4856.26758,0.05,3.69
50 mA,exp1,3141.68555,4951.4419,0.05,3.69
50 mA,exp1,3140.89941,4983.49609,0.05,3.69
50 mA,exp1,3140.11426,4967.48389,0.05,3.69
50 mA,exp1,3139.32813,4861.39648,0.05,3.69
50 mA,exp1,3138.54199,4830.4043,0.05,3.69
50 mA,exp1,3137.75586,5168.61035,0.05,3.69
50 mA,exp1,3136.96875,5062.54541,0.05,3.69
50 mA,exp1,3136.18262,4827.50928,0.05,3.69
50 mA,exp1,3135.39551,4811.5459,0.05,3.69
50 mA,exp1,3134.6084,4987.53272,0.05,3.69
50 mA,exp1,3133.82129,4983.53711,0.05,3.69
50 mA,exp1,3133.03418,4934.57471,0.05,3.69
50 mA,exp1,3132.24707,5098.44092,0.05,3.69
50 mA,exp1,3131.45996,4962.56934,0.05,3.69
50 mA,exp1,3130.67188,4904.65137,0.05,3.69
50 mA,exp1,3129.88379,4903.6709,0.05,3.69
50 mA,exp1,3129.0957,4929.64502,0.05,3.69
50 mA,exp1,3128.30762,4892.72754,0.05,3.69
50 mA,exp1,3127.51953,4915.69922,0.05,3.69
50 mA,exp1,3126.73145,5100.29053,0.05,3.69
50 mA,exp1,3125.94238,4997.52441,0.05,3.69
50 mA,exp1,3125.15332,5020.46094,0.05,3.69
50 mA,exp1,3124.36523,4965.61279,0.05,3.69
50 mA,exp1,3123.5752,4928.73145,0.05,3.69
50 mA,exp1,3122.78613,4885.88379,0.05,3.69
50 mA,exp1,3121.99707,4866.96973,0.05,3.69
50 mA,exp1,3121.20703,5093.15576,0.05,3.69
50 mA,exp1,3120.41797,4996.51025,0.05,3.69
50 mA,exp1,3119.62793,4911.854,0.05,3.69
50 mA,exp1,3118.83789,4869.05176,0.05,3.69
50 mA,exp1,3118.04785,5005.45898,0.05,3.69
50 mA,exp1,3117.25684,4914.8794,0.05,3.69
50 mA,exp1,3116.4668,5051.22266,0.05,3.69
50 mA,exp1,3115.67578,4930.82178,0.05,3.69
50 mA,exp1,3114.88477,4822.40576,0.05,3.69
50 mA,exp1,3114.09375,4976.58643,0.05,3.69
50 mA,exp1,3113.30273,4948.74414,0.05,3.69
50 mA,exp1,3112.51172,4956.70117,0.05,3.69
50 mA,exp1,3111.71973,5021.30859,0.05,3.69
50 mA,exp1,3110.92871,5002.41699,0.05,3.69
50 mA,exp1,3110.13672,4980.55225,0.05,3.69
50 mA,exp1,3109.34473,4911.01563,0.05,3.69
50 mA,exp1,3108.55273,5059.00293,0.05,3.69
50 mA,exp1,3107.76074,4903.09326,0.05,3.69
50 mA,exp1,3106.96777,4896.15576,0.05,3.69
50 mA,exp1,3106.17578,5038.10107,0.05,3.69
50 mA,exp1,3105.38281,4903.12744,0.05,3.69
50 mA,exp1,3104.58984,4940.83984,0.05,3.69
50 mA,exp1,3103.79688,4960.68164,0.05,3.69
50 mA,exp1,3103.00391,4950.76367,0.05,3.69
50 mA,exp1,3102.20996,4991.41748,0.05,3.69
50 mA,exp1,3101.41699,4844.69141,0.05,3.69
50 mA,exp1,3100.62305,4912.11084,0.05,3.69
50 mA,exp1,3099.8291,4777.3501,0.05,3.69
50 mA,exp1,3099.03516,4892.31152,0.05,3.69
50 mA,exp1,3098.24121,4733.83496,0.05,3.69
50 mA,exp1,3097.44629,4881.44043,0.05,3.69
50 mA,exp1,3096.65234,5109.18848,0.05,3.69
50 mA,exp1,3095.85742,4959.67285,0.05,3.69
50 mA,exp1,3095.0625,4926.01856,0.05,3.69
50 mA,exp1,3094.26758,4963.62549,0.05,3.69
50 mA,exp1,3093.47266,5125.87647,0.05,3.69
50 mA,exp1,3092.67676,4905.25635,0.05,3.69
50 mA,exp1,3091.88184,4928.00977,0.05,3.69
50 mA,exp1,3091.08594,4852.86621,0.05,3.69
50 mA,exp1,3090.29004,4860.79199,0.05,3.69
50 mA,exp1,3089.49414,5085.16748,0.05,3.69
50 mA,exp1,3088.69824,5060.43359,0.05,3.69
50 mA,exp1,3087.90234,5083.13232,0.05,3.69
50 mA,exp1,3087.10547,4963.58154,0.05,3.69
50 mA,exp1,3086.30957,5060.3584,0.05,3.69
50 mA,exp1,3085.5127,4952.7085,0.05,3.69
50 mA,exp1,3084.71582,4990.21729,0.05,3.69
50 mA,exp1,3083.91895,5246.82227,0.05,3.69
50 mA,exp1,3083.12109,5047.42725,0.05,3.69
50 mA,exp1,3082.32422,5221.04395,0.05,3.69
50 mA,exp1,3081.52637,5057.24365,0.05,3.69
50 mA,exp1,3080.72852,5168.6582,0.05,3.69
50 mA,exp1,3079.93066,5146.91748,0.05,3.69
50 mA,exp1,3079.13281,5068.99512,0.05,3.69
50 mA,exp1,3078.33496,5215.82129,0.05,3.69
50 mA,exp1,3077.53613,5241.3833,0.05,3.69
50 mA,exp1,3076.73828,5030.48486,0.05,3.69
50 mA,exp1,3075.93945,5177.22998,0.05,3.69
50 mA,exp1,3075.14063,5371.1875,0.05,3.69
50 mA,exp1,3074.3418,5376.02002,0.05,3.69
50 mA,exp1,3073.54199,5475.35547,0.05,3.69
50 mA,exp1,3072.74316,5453.59082,0.05,3.69
50 mA,exp1,3071.94336,5476.11621,0.05,3.69
50 mA,exp1,3071.14453,5472.06885,0.05,3.69
50 mA,exp1,3070.34473,5559.50098,0.05,3.69
50 mA,exp1,3069.54492,5581.99121,0.05,3.69
50 mA,exp1,3068.74414,5669.36572,0.05,3.69
50 mA,exp1,3067.94434,5632.8418,0.05,3.69
50 mA,exp1,3067.14356,5705.42822,0.05,3.69
50 mA,exp1,3066.34277,5813.36084,0.05,3.69
50 mA,exp1,3065.54297,5862.30273,0.05,3.69
50 mA,exp1,3064.74121,5993.73486,0.05,3.69
50 mA,exp1,3063.94043,5833.4419,0.05,3.69
50 mA,exp1,3063.13965,6020.79248,0.05,3.69
50 mA,exp1,3062.33789,6178.61816,0.05,3.69
50 mA,exp1,3061.53613,6006.60645,0.05,3.69
50 mA,exp1,3060.73535,6064.28125,0.05,3.69
50 mA,exp1,3059.93262,6166.08154,0.05,3.69
50 mA,exp1,3059.13086,6111.88037,0.05,3.69
50 mA,exp1,3058.3291,6193.03516,0.05,3.69
50 mA,exp1,3057.52637,6224.15283,0.05,3.69
50 mA,exp1,3056.72363,6149.38574,0.05,3.69
50 mA,exp1,3055.92188,6057.00684,0.05,3.69
50 mA,exp1,3055.11816,6123.40869,0.05,3.69
50 mA,exp1,3054.31543,6122.18408,0.05,3.69
50 mA,exp1,3053.5127,6079.82031,0.05,3.69
50 mA,exp1,3052.70898,6175.55664,0.05,3.69
50 mA,exp1,3051.90625,5977.51856,0.05,3.69
50 mA,exp1,3051.10254,6026.24854,0.05,3.69
50 mA,exp1,3050.29883,5986.87354,0.05,3.69
50 mA,exp1,3049.49414,5950.44922,0.05,3.69
50 mA,exp1,3048.69043,5720.3291,0.05,3.69
50 mA,exp1,3047.88574,5801.34912,0.05,3.69
50 mA,exp1,3047.08203,5682.83594,0.05,3.69
50 mA,exp1,3046.27734,5573.16992,0.05,3.69
50 mA,exp1,3045.47266,5642.43945,0.05,3.69
